genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27
Unclassified Blastocatellia,0.000229223,0,0,0,0.000222692,0.000110333,0,3.81E-05,5.46E-05,4.75E-05,2.56E-05,0,0.000410846,0.000125223,9.21E-05,2.00E-05,5.65E-05,0,9.74E-05,0,7.49E-05,5.64E-05,4.45E-05,0.000197342,2.89E-05,0.000170614,8.25E-05
Desulfobacter,0.00016373,6.11E-05,0,2.49E-05,0,5.52E-05,0,7.62E-05,0.000191001,9.51E-05,0.000102229,0,0.000109559,3.13E-05,7.73E-05,5.00E-06,0,0.000668142,2.44E-05,0.000203128,3.74E-05,0,0.000155666,0,0,0.000142179,1.37E-05
Unclassified Propionibacteriales,3.27E-05,2.04E-05,0,2.49E-05,0,0.000413747,7.02E-05,1.91E-05,5.46E-05,9.51E-05,0.000102229,9.24E-05,2.74E-05,0,1.19E-05,0,5.65E-05,0.000459348,4.87E-05,0.000135419,0.000149751,1.41E-05,0.000133428,9.87E-05,5.78E-05,5.69E-05,6.87E-05
Unclassified Ignavibacteriaceae,0,6.11E-05,0,4.98E-05,0,0.000165499,0.000210637,3.81E-05,2.73E-05,4.75E-05,0.000230014,0.000123259,5.48E-05,9.39E-05,5.94E-06,2.00E-05,5.65E-05,0.000125277,4.87E-05,0.000270838,0.000149751,2.11E-05,2.22E-05,0.000197342,0.00011553,0.000113743,0
Unclassified Dehalococcoidia,0,0.000183382,0,0,7.42E-05,5.52E-05,0,0,0,0,0.000127786,0,0,0,2.97E-06,0,0,0,0,0,0,0,0.001556663,0,0,2.84E-05,0.00026119
Shewanella,0.000196477,2.04E-05,5.64E-05,4.98E-05,0,5.52E-05,0.000105319,0,5.46E-05,4.75E-05,0.000255571,6.16E-05,0,0.000970479,0,0,5.65E-05,0,0,0,0,1.41E-05,0.000133428,0.000131562,5.78E-05,2.84E-05,1.37E-05
Pontimicrobium,6.55E-05,2.04E-05,5.64E-05,4.98E-05,0,5.52E-05,0.000140425,3.81E-05,0,0,0.000102229,0.000123259,0.000109559,2.09E-05,5.35E-05,0,0,0.000167036,0.000146174,0.00057553,0,2.11E-05,0.00022238,0,0.00023106,0.000113743,0
Unclassified Epsilonproteobacteria,6.55E-05,0.000101879,0,0,0,0.000165499,0,0.000114349,0,0,5.11E-05,0,0.000219118,0.001262666,5.94E-06,0,0,8.35E-05,4.87E-05,0,7.49E-05,1.41E-05,0.00011119,0,0,0,0
Maribacter,0.000261969,0.000264884,0.000112708,0,0,0,0.000140425,0.000266814,0,0,0,0.000493036,0,3.13E-05,1.78E-05,7.99E-05,0.000226091,0.000334071,0,0,0,0,4.45E-05,6.58E-05,0,0,2.75E-05
Unclassified Azospirillaceae,0,2.04E-05,2.82E-05,2.49E-05,0,2.76E-05,0,9.53E-05,8.19E-05,0,0,0,5.48E-05,2.09E-05,0.001343515,9.49E-05,0,0,4.87E-05,3.39E-05,7.49E-05,2.11E-05,0.000133428,6.58E-05,8.66E-05,0.000113743,2.75E-05
Unclassified Phyllobacteriaceae,3.27E-05,4.08E-05,2.82E-05,0.00014951,0,0.000220665,7.02E-05,0,0,0,0,3.08E-05,5.48E-05,4.17E-05,0.00036263,0.000764465,0,0,0.000292348,0,0,8.46E-05,2.22E-05,9.87E-05,0,0.000113743,1.37E-05
Unclassified Anaerolineales,9.82E-05,2.04E-05,0,0,0,0.000275832,0,0,0,2.38E-05,0,0,0,0,0.000906575,8.49E-05,0,0.000501107,0.00031671,0,0,3.52E-05,0.000177904,0,0,0,0
Phycisphaeraceae bacterium (no genus in NCBI),0.000196477,8.15E-05,0,2.49E-05,0,0.000110333,0.000140425,1.91E-05,2.73E-05,4.75E-05,0.000204457,0,0,7.30E-05,2.08E-05,0,5.65E-05,0.000584624,2.44E-05,0,3.74E-05,1.41E-05,0.000444761,6.58E-05,8.66E-05,0.00019905,1.37E-05
Thalassotalea,9.82E-05,0.000122254,0.000112708,7.48E-05,7.42E-05,0.000248248,0,3.81E-05,0.000218287,2.38E-05,7.67E-05,9.24E-05,5.48E-05,8.35E-05,5.94E-06,0,0.000113045,0.000501107,0,6.77E-05,0,5.64E-05,2.22E-05,0.000296014,5.78E-05,0,4.12E-05
Unclassified Nostocales,6.55E-05,0,0.000169062,0,7.42E-05,0.000358581,7.02E-05,7.62E-05,0.000300145,4.75E-05,7.67E-05,0,0.000109559,4.17E-05,0.000107006,0.000259818,5.65E-05,0.000167036,0.000365435,0,0,0,2.22E-05,9.87E-05,0,5.69E-05,0
Acanthopleuribacter,0,4.08E-05,0.000112708,7.48E-05,0.000148462,2.76E-05,0.000140425,9.53E-05,8.19E-05,9.51E-05,2.56E-05,0.000123259,0.000219118,0,0.000398299,3.00E-05,0.000226091,4.18E-05,0.000243623,0.000101564,0.000149751,7.05E-06,0,6.58E-05,5.78E-05,5.69E-05,0
Rhodospirillaceae bacterium (no genus in NCBI),3.27E-05,2.04E-05,0,4.98E-05,3.71E-05,0.000137916,3.51E-05,9.53E-05,0.000109143,0.000166366,0.000230014,3.08E-05,8.22E-05,0,0.00072526,9.99E-06,0,0.00037583,2.44E-05,6.77E-05,0,2.82E-05,0,6.58E-05,0,0.000142179,0.000109975
Saprospiraceae bacterium (no genus in NCBI),0.000130984,0,5.64E-05,9.97E-05,0.000148462,5.52E-05,7.02E-05,0,0.000109143,4.75E-05,2.56E-05,0,0.000109559,0.000104353,1.19E-05,4.50E-05,0,0,0.001023217,6.77E-05,7.49E-05,0,0.000133428,0.000131562,0,0.000113743,2.75E-05
Unclassified Mycobacteriales,0.000261969,0,5.64E-05,0,7.42E-05,0.000165499,0,0,0,0.000142599,0.0001789,0.000246518,0,2.09E-05,5.94E-06,5.50E-05,0.000113045,0.000167036,7.31E-05,0.000135419,0.000449253,2.11E-05,0.000133428,0.000131562,0,0.000170614,0
Unclassified Moraxellales,0,4.08E-05,0,9.97E-05,7.42E-05,0.000110333,0,1.91E-05,8.19E-05,0,0.000153343,6.16E-05,0.000794303,0,0,4.00E-05,0,0.000167036,0,0,0.000748755,0,0,0.000131562,0,5.69E-05,2.75E-05
Acidaminobacter,0,0.000101879,0,7.48E-05,3.71E-05,0.000386164,0,0.000171523,5.46E-05,0,0.000383357,0,5.48E-05,0.000427845,1.49E-05,1.50E-05,2.83E-05,0.000292312,2.44E-05,6.77E-05,0,1.41E-05,0.000155666,0.000197342,2.89E-05,8.53E-05,0
Unclassified Marinilabiliaceae,6.55E-05,0.000101879,2.82E-05,0,7.42E-05,0.000386164,3.51E-05,7.62E-05,5.46E-05,4.75E-05,0.000383357,9.24E-05,0,0.000271317,4.16E-05,1.50E-05,5.65E-05,0.000208794,0.000219261,6.77E-05,0,6.34E-05,0.000133428,0.000131562,0,0.000113743,0
Unclassified Brucellaceae,0,6.11E-05,0,0,0,0.000413747,3.51E-05,1.91E-05,2.73E-05,0.000118833,0,0,0,0,9.81E-05,0.001678825,0,0.000125277,0,0,0,0,0,3.29E-05,0,8.53E-05,2.75E-05
Rickettsia,0,0,0,0,0,0.000165499,0.000210637,0,0,0,0,0,0.000739523,0,0.000826321,0,0,0.000334071,4.87E-05,0,7.49E-05,0.000119816,4.45E-05,6.58E-05,0,0,9.62E-05
Pseudoalteromonas,3.27E-05,2.04E-05,0,0,0,0.000137916,0.000175531,5.72E-05,5.46E-05,9.51E-05,0.000127786,0,8.22E-05,0.000667856,6.24E-05,4.00E-05,5.65E-05,0.000125277,0,0.000406256,7.49E-05,7.05E-06,4.45E-05,0.000131562,2.89E-05,0.000312793,1.37E-05
Unclassified Pseudanabaenales,6.55E-05,0.00014263,0,7.48E-05,7.42E-05,0.000275832,0.00028085,3.81E-05,0.000109143,2.38E-05,0.000306686,0.000123259,5.48E-05,0,1.19E-05,9.99E-06,2.83E-05,0.000250553,4.87E-05,0.000135419,0.000149751,3.52E-05,0.000177904,3.29E-05,2.89E-05,0.000227486,5.50E-05
Unclassified Nannocystaceae,6.55E-05,0.00014263,0.000140885,0.00014951,0.000222692,5.52E-05,0.000140425,0.000114349,2.73E-05,9.51E-05,0.000153343,0.000184888,0.000109559,0.000104353,3.57E-05,7.49E-05,0.000169568,0,7.31E-05,6.77E-05,7.49E-05,4.23E-05,8.90E-05,0.000197342,0,0.000170614,0.000109975
Unclassified Prolixibacteraceae,6.55E-05,0.000957659,0,2.49E-05,0,0,0,3.81E-05,0.000109143,0,0.000153343,3.08E-05,0,0.000438281,2.97E-05,9.49E-05,8.48E-05,0.000167036,0.000389797,0,0,7.05E-06,2.22E-05,0,0,0.000142179,8.25E-05
Unclassified Nitrospirota,6.55E-05,0,0,0,0,0,3.51E-05,3.81E-05,0,9.51E-05,0,0,0,0,0.000208066,0.000334766,2.83E-05,0,0,0,0.000187189,0,0,3.29E-05,0,5.69E-05,0.001800836
Erythrobacter,0.000130984,0.000163006,5.64E-05,0.000249184,0.000519615,0.000110333,0.000351062,0.000114349,0.000163715,0.000142599,5.11E-05,0.000184888,0,0.000125223,0,9.99E-06,2.83E-05,4.18E-05,0,0,0,8.46E-05,4.45E-05,9.87E-05,0.00011553,5.69E-05,8.25E-05
Unclassified Bdellovibrionota,6.55E-05,0,5.64E-05,0,0,0.000330998,3.51E-05,5.72E-05,0.000109143,0,0.000332243,9.24E-05,0.000219118,4.17E-05,0,9.99E-06,0.000282614,0.000208794,4.87E-05,0.000135419,0.000224627,2.82E-05,0.00011119,0.000263123,8.66E-05,0.000113743,8.25E-05
Unclassified Anaerolineae,3.27E-05,4.08E-05,0.000169062,0,0,0.000303415,0,7.62E-05,0,0,0,0,5.48E-05,0,0.001239481,3.00E-05,0,0.000167036,0.000170536,0,0.000411815,0.00010572,4.45E-05,0,0,0.000113743,2.75E-05
Unclassified Acidimicrobiales,0,4.08E-05,0,0,0,0,3.51E-05,1.91E-05,0,4.75E-05,5.11E-05,0,0,6.26E-05,0.001355404,2.00E-05,0,0,0,3.39E-05,0,0,0,0,0,8.53E-05,0.001374684
Aequorivita,0.00016373,8.15E-05,0.000112708,0.00014951,7.42E-05,0.000110333,0.000175531,7.62E-05,0.000218287,4.75E-05,0.0001789,9.24E-05,0.000191728,0.000114788,3.86E-05,3.50E-05,0.000169568,8.35E-05,0.000121812,0.000236983,0,6.34E-05,0.00011119,0.000197342,0.000173295,0.000113743,2.75E-05
Neiella,0.000196477,0.000163006,0,0.000249184,0.000148462,0,0,3.81E-05,0,4.75E-05,0.000281129,0.000246518,0.000273898,0.000187835,1.19E-05,9.99E-06,5.65E-05,0.000167036,4.87E-05,0.000304692,0.000149751,0,8.90E-05,6.58E-05,0.00023106,0.000113743,8.25E-05
Kistimonas,3.27E-05,8.15E-05,0.000197239,0.000249184,0.000556731,8.27E-05,0,0.000323988,8.19E-05,9.51E-05,7.67E-05,3.08E-05,0,1.04E-05,1.78E-05,0,5.65E-05,8.35E-05,2.44E-05,0.000304692,7.49E-05,1.41E-05,0.00011119,0.000493356,0.000144413,0,2.75E-05
Candidatus Dadabacteria bacterium (no genus in NCBI),0,0,0,0,0,0,7.02E-05,0,0,0.000118833,0,0,0,0,0,5.00E-06,0,0,0,0,0.000299502,0,0,0,0,0,0.002721874
Unclassified Rhodothermales,0,0.000122254,0,0,0,0,7.02E-05,5.72E-05,0,0.000118833,5.11E-05,0.000123259,0.000136949,0.000135658,2.97E-05,3.50E-05,0.000141307,0.000334071,0.000974493,6.77E-05,0.000299502,8.46E-05,0.000200142,0,5.78E-05,0,0.000343671
Unclassified Moraxellaceae,0.000130984,0,0.000169062,9.97E-05,0.000222692,0,0,0,0,0,0.000153343,6.16E-05,0.001040811,2.09E-05,0,0,0.000339136,0,0,0.000541675,0.000599004,1.41E-05,0,3.29E-05,2.89E-05,0,0
Shimia,3.27E-05,8.15E-05,0,0,0.000148462,5.52E-05,0.000315956,0.000190581,0.000272859,0,0.0003578,6.16E-05,0.000109559,0.00021914,8.92E-06,8.99E-05,5.65E-05,0.000542865,0,0.000101564,0.000224627,4.93E-05,8.90E-05,0.000197342,8.66E-05,0.00019905,6.87E-05
Spirochaetaceae bacterium (no genus in NCBI),0.000130984,8.15E-05,0.000112708,9.97E-05,0.000222692,0.000110333,7.02E-05,0.000114349,0.000109143,0.000142599,5.11E-05,9.24E-05,5.48E-05,2.09E-05,1.78E-05,2.00E-05,0.000113045,8.35E-05,4.87E-05,0.000135419,0.000374378,5.64E-05,4.45E-05,0.000197342,0.000317708,8.53E-05,0.000687342
Unclassified Hyphomonadaceae,9.82E-05,0.000163006,0,9.97E-05,0.000259808,0.000413747,0.000105319,0.000133407,0.000218287,0.000166366,0.000460029,6.16E-05,0.000219118,2.09E-05,4.16E-05,0,0.000113045,8.35E-05,4.87E-05,0.000135419,0.000112313,7.75E-05,0.000133428,0.000328904,8.66E-05,0.000113743,0
Unclassified Actinomycetes,9.82E-05,6.11E-05,0.000140885,4.98E-05,3.71E-05,0.000193082,0,0.000114349,2.73E-05,7.13E-05,0.000383357,3.08E-05,0.000136949,1.04E-05,0.000261569,0.000509643,0,0.000208794,0.000341072,0.000135419,3.74E-05,1.41E-05,0.000155666,0.000164452,5.78E-05,0.000170614,0.000288684
Candidatus Aquarickettsia,6.55E-05,4.08E-05,5.64E-05,0.000174429,0.000148462,0.000220665,0.000210637,7.62E-05,0.000300145,0,0.000204457,6.16E-05,0.000438236,2.09E-05,2.97E-05,9.99E-06,5.65E-05,0.000417589,0,6.77E-05,0.000149751,0,0.000133428,0.000131562,0.000404355,0.000284357,2.75E-05
Parabacteroides,0.000196477,0.000244509,0,0,0.000148462,0,0.000351062,9.53E-05,0,9.51E-05,0,0.000184888,0.000383457,1.04E-05,3.57E-05,2.00E-05,0.000169568,8.35E-05,0.000146174,0,7.49E-05,7.05E-06,0.000133428,0.000131562,0.001039771,0.000170614,2.75E-05
Mesorhizobium,6.55E-05,0,0,0,7.42E-05,0.000468914,3.51E-05,5.72E-05,0,4.75E-05,2.56E-05,3.08E-05,2.74E-05,4.17E-05,0.000350741,0.000784451,5.65E-05,0.000125277,0.000243623,6.77E-05,0,0.000634321,0.000400285,0,0.00011553,0.000113743,1.37E-05
Unclassified Bacteriovoracales,0.000130984,0.00014263,0.000112708,4.98E-05,0.000185577,0.000248248,0.000210637,0.000133407,0.000136429,0.000142599,0.000230014,0.000184888,0.000410846,3.13E-05,1.78E-05,9.99E-06,5.65E-05,0.000417589,7.31E-05,6.77E-05,0.000187189,3.52E-05,0.000133428,9.87E-05,2.89E-05,0.000284357,2.75E-05
Unclassified Opitutia,9.82E-05,0.000101879,2.82E-05,0,0.000334039,0.000137916,0.000175531,0.000247756,0.000272859,4.75E-05,0.000638929,0.000123259,0,2.09E-05,5.94E-06,0,5.65E-05,0.000417589,2.44E-05,6.77E-05,0.000112313,2.11E-05,0.000333571,9.87E-05,5.78E-05,0.000312793,5.50E-05
Unclassified Verrucomicrobiales,9.82E-05,0.000264884,0.000225416,4.98E-05,0,0.000468914,0.000140425,3.81E-05,0.000191001,0,0.000332243,0.000123259,0,7.30E-05,0.000365602,4.00E-05,0.000141307,0.000292312,0.000146174,3.39E-05,3.74E-05,5.64E-05,6.67E-05,0.000230233,5.78E-05,0.000255922,6.87E-05
Roseibium,0.000196477,6.11E-05,0,4.98E-05,0,0.000193082,0,5.72E-05,0.000109143,0.000190132,7.67E-05,0.000308147,5.48E-05,2.09E-05,1.78E-05,0.000264815,0,0.000250553,0.000292348,6.77E-05,0.000149751,0,0.000133428,0.000263123,0,0.000966815,8.25E-05
Unclassified Cyclobacteriaceae,0.000130984,2.04E-05,0,0.000124592,0.000259808,0.000772329,3.51E-05,0.000114349,5.46E-05,7.13E-05,0.000383357,0.000369777,0.000438236,5.22E-05,9.51E-05,5.00E-06,5.65E-05,0,9.74E-05,6.77E-05,0.000224627,3.52E-05,0.000177904,0.000164452,5.78E-05,5.69E-05,0
Candidatus Thiodiazotropha,0,0,0,0.000373776,0,2.76E-05,0,0,0.000109143,0,0.000153343,0,0,0.000365234,5.35E-05,3.00E-05,5.65E-05,0,0.000438522,0.000135419,7.49E-05,0.000387641,0,0,0.00011553,0,0.001553393
Unclassified Candidatus Sumerlaeota,3.27E-05,4.08E-05,2.82E-05,0,0.000111346,0.000165499,7.02E-05,9.53E-05,8.19E-05,2.38E-05,0.0001789,0,0.000109559,1.04E-05,0.000142674,9.99E-06,0,0.000250553,0.002216971,3.39E-05,7.49E-05,4.93E-05,0.00011119,3.29E-05,0,0.000113743,0
Unclassified Cytophagia,0.000229223,0.000101879,2.82E-05,9.97E-05,0.000111346,0.000496497,0,0.000152465,0,2.38E-05,0.000204457,0.000277333,2.74E-05,6.26E-05,0.000291293,4.00E-05,5.65E-05,0.000167036,0.000121812,0.000338547,7.49E-05,0,0.000533713,9.87E-05,0.000259943,0.00019905,2.75E-05
Unclassified Amoebophilaceae,0,0,0,0,0,0.000882661,7.02E-05,0,0.000109143,0,5.11E-05,0,0.00112298,5.22E-05,0.00091252,0,0,0.000501107,9.74E-05,0,0.000112313,4.93E-05,6.67E-05,0,5.78E-05,0,0
Roseivirga,0.000130984,6.11E-05,0.000112708,9.97E-05,7.42E-05,0.000330998,0.00028085,0.000171523,8.19E-05,4.75E-05,0.000230014,0.000462221,5.48E-05,0.000135658,0,5.50E-05,0.000113045,0.000334071,0.000170536,0.000135419,7.49E-05,4.23E-05,0.000489237,0.000197342,0,0.000284357,0
Clostridioides,6.55E-05,0.000183382,0.000169062,9.97E-05,7.42E-05,5.52E-05,0.000140425,0.000190581,0.000109143,2.38E-05,0.0001789,0.000123259,0.000876472,6.26E-05,0,2.00E-05,0,0.000417589,0,0.000947931,0.000224627,2.82E-05,0.000133428,6.58E-05,0,0,4.12E-05
Unclassified Ignavibacteria,0.000294715,8.15E-05,0,4.98E-05,0.000334039,8.27E-05,0.00028085,0.000171523,5.46E-05,0.000118833,0.000230014,0.000123259,0.000273898,0.000104353,1.19E-05,9.49E-05,0.000395659,0,4.87E-05,0.000203128,0.000224627,4.93E-05,0.000177904,0.000263123,0.00011553,0.000426536,0.000137468
Rhodobacterales bacterium (no genus in NCBI),9.82E-05,0.000407515,0,0,0,0,0,9.53E-05,0,0,0,0,0.000109559,1.04E-05,8.32E-05,2.00E-05,0,0,0.003386362,6.77E-05,0,7.05E-06,4.45E-05,3.29E-05,0,2.84E-05,5.50E-05
Unclassified Chlamydiota,0.000130984,0.00014263,5.64E-05,0.000124592,0,0.000717162,3.51E-05,0.000133407,0.000191001,0.000237665,0.000255571,0.000154074,0.000109559,0.000104353,2.38E-05,1.50E-05,0,0.000542865,0.000219261,6.77E-05,0.000149751,4.23E-05,0.000533713,0.000197342,5.78E-05,0.00019905,1.37E-05
Xenococcaceae cyanobacterium (no genus in NCBI),0.000360207,0.000101879,5.64E-05,0.000199347,0.000519615,0.000220665,0.000210637,5.72E-05,0.000272859,9.51E-05,0.000127786,6.16E-05,0.000383457,0.000104353,2.97E-05,1.50E-05,0.000113045,0.000167036,9.74E-05,0.000270838,0.000299502,7.05E-05,4.45E-05,0.000131562,0.00011553,0.000284357,6.87E-05
Ralstonia,0.000130984,8.15E-05,5.64E-05,4.98E-05,0.000593846,5.52E-05,0.00028085,3.81E-05,5.46E-05,0.000190132,2.56E-05,0.000862813,0.000547795,4.17E-05,4.16E-05,0,5.65E-05,8.35E-05,4.87E-05,0,0.000149751,9.87E-05,4.45E-05,0.000197342,0.000462121,0.000170614,0.000164962
Exilibacterium,0.000130984,2.04E-05,0.000169062,0.000847225,7.42E-05,0.000275832,0,3.81E-05,0.000163715,9.51E-05,0.000306686,0.000123259,0.000109559,0.000135658,0,7.00E-05,8.48E-05,0.000501107,7.31E-05,0.000710949,0,5.64E-05,0.00022238,0.000131562,0.000144413,0,5.50E-05
Unclassified Sedimenticolaceae,0,2.04E-05,0,0,3.71E-05,0,3.51E-05,3.81E-05,8.19E-05,0,0.000204457,0,5.48E-05,0.000521763,1.49E-05,0,0,0.000167036,0,0,3.74E-05,0.000641369,0,0,8.66E-05,5.69E-05,0.002543165
Flavobacteriaceae bacterium (no genus in NCBI),6.55E-05,0.001202168,0.000112708,0,3.71E-05,0.000992994,0,5.72E-05,2.73E-05,0.000118833,0.000230014,0.000184888,0,0.000480022,1.19E-05,9.99E-06,5.65E-05,0.000334071,2.44E-05,0.000169273,0.000224627,4.93E-05,4.45E-05,6.58E-05,2.89E-05,0.000170614,4.12E-05
Unclassified Mycoplasmatota,0,0,0.001127078,0,0,0,0,0.000495512,5.46E-05,0,0,0,0,0.00246272,0.000508277,8.49E-05,0,0,4.87E-05,0,0,1.41E-05,0,0,0,0,0
Clostridia bacterium (no genus in NCBI),0,4.08E-05,0,0,0,0.00052408,0,1.91E-05,2.73E-05,2.38E-05,0.000204457,3.08E-05,5.48E-05,0.003485375,2.97E-05,5.00E-06,0,0,2.44E-05,0.000101564,0,0,2.22E-05,0,0,0.000255922,0
Bacteroides,0.000130984,0.000203757,0.000112708,4.98E-05,3.71E-05,0.000220665,7.02E-05,0.000114349,0.000109143,0,0.000408914,0.000123259,0,5.22E-05,1.49E-05,4.50E-05,0.000113045,0.000668142,0.000267985,0.000135419,0.000149751,0.001000818,0.000133428,0.000164452,0.000317708,0.00019905,4.12E-05
Fulvivirgaceae bacterium (no genus in NCBI),0.001375336,4.08E-05,0,0,0.000148462,0.000248248,7.02E-05,7.62E-05,0.000573003,4.75E-05,0.000102229,3.08E-05,0,2.09E-05,1.78E-05,0.000919356,0.000113045,0.000250553,4.87E-05,0.000203128,0.000299502,2.11E-05,0,0.000131562,5.78E-05,0.000142179,4.12E-05
Corynebacterium,0.000130984,8.15E-05,0.000253593,0.000473449,3.71E-05,0.000165499,0.000596805,0.000190581,0.000136429,9.51E-05,0.000204457,0.000246518,0.000191728,0.000114788,2.38E-05,2.00E-05,0.000508704,0.00037583,0.000219261,0.000135419,7.49E-05,4.23E-05,6.67E-05,0.000263123,0.00011553,0.000170614,5.50E-05
Azospirillum,0,8.15E-05,0,2.49E-05,0,0.000137916,0.000140425,0.000133407,5.46E-05,2.38E-05,2.56E-05,0,5.48E-05,8.35E-05,0.002514632,0.000154892,0.00019783,4.18E-05,0.00031671,0.00050782,7.49E-05,7.05E-06,0.000200142,0,0,8.53E-05,0.000178709
Achromobacter,3.27E-05,0.000101879,0,0.000398694,0.000111346,0.000330998,0.000315956,0.000190581,0.000109143,0.000142599,0.0003578,0.000400592,0.000164339,4.17E-05,1.78E-05,2.00E-05,0.000169568,0.000584624,9.74E-05,0.000236983,0.00033694,0.000133912,0.00022238,6.58E-05,8.66E-05,0.000369665,8.25E-05
Unclassified Cellvibrionales,0.000360207,0.000448266,5.64E-05,0.000224266,7.42E-05,0.000386164,7.02E-05,0.000266814,0.000163715,0.000213899,0.000255571,0.000462221,0.000219118,0.000344363,6.24E-05,1.50E-05,0.00019783,0.000167036,0.000365435,0.000338547,0.000262064,4.93E-05,2.22E-05,0.000131562,2.89E-05,0.000113743,6.87E-05
Unclassified Candidatus Neomarinimicrobiota,0.000327461,2.04E-05,5.64E-05,0.00014951,7.42E-05,0.000330998,0.000210637,0.000343047,0.000163715,9.51E-05,0.000153343,0.000277333,0.000301287,0.000166964,8.62E-05,0.0009993,5.65E-05,0.000542865,0.000194899,0,0.000149751,4.23E-05,0.000155666,0.000197342,0,0.000341229,8.25E-05
Chloroflexota bacterium (no genus in NCBI),0,0,0,0,0,2.76E-05,7.02E-05,0,0,7.13E-05,0,0,0,0,1.49E-05,2.00E-05,2.83E-05,0,4.87E-05,0,0,0,0,0,5.78E-05,2.84E-05,0.005498735
Unclassified Lentisphaerota,0.000130984,0.000101879,0,0,0,0,7.02E-05,9.53E-05,5.46E-05,0,0.000230014,0,0,0.00450803,0,0,0,0.000208794,4.87E-05,3.39E-05,7.49E-05,0,0.000177904,0,0,0,0.000137468
Streptomyces,0,0.00014263,5.64E-05,0.00014951,0.000296923,2.76E-05,0,5.72E-05,0.000300145,4.75E-05,0.000460029,6.16E-05,0.00117776,0.000114788,7.13E-05,9.99E-05,2.83E-05,0.000835178,0,0.000270838,0.000823631,9.16E-05,0.00011119,0.000263123,0.000288825,0.000255922,1.37E-05
Staphylococcus,0.000556683,4.08E-05,0.00101437,0.000224266,0.000779423,0,0.000351062,0.000228698,0.00032743,0.000142599,5.11E-05,0.000708739,0,0,0,2.50E-05,0,0,0,0,3.74E-05,0.000239632,0.000200142,0.000328904,0.000259943,0.000284357,0.000288684
Mesomycoplasma,0.000130984,0.000346387,0.000732601,0.000299021,0.000445385,0.000275832,0.000421274,0.000609861,0.000300145,0.000190132,0,0.000739554,0,0,0,0,0,0,0,0,0,0.000324209,0.000177904,0.000131562,0.000519886,0.000170614,0.000288684
Unclassified Planctomycetia,3.27E-05,2.04E-05,0.000140885,4.98E-05,0.000185577,0.000165499,0.00028085,0.000438337,0.000218287,4.75E-05,0.000230014,0.000246518,0.000383457,0.000135658,0.000332906,0.00021485,0,0.000542865,0.000535971,0.000135419,0.000262064,9.87E-05,0.000555951,0.000460466,0.000173295,0.000227486,1.37E-05
Unclassified Acidimicrobiia,3.27E-05,0.000224133,5.64E-05,2.49E-05,0,0.000248248,0.000245743,0.000190581,8.19E-05,7.13E-05,5.11E-05,0,0,0.000104353,0.000222928,0.000429699,0.000141307,0.000167036,4.87E-05,0,7.49E-05,0.000112768,0.000644903,9.87E-05,8.66E-05,0.000227486,0.002584406
Unclassified Planctomycetales,0.000261969,0.000163006,0.00028177,0.00014951,0.000445385,0.000275832,0.000421274,0.000190581,0.000354716,0.000332731,0.000332243,0.000308147,0.000328677,2.09E-05,9.21E-05,4.00E-05,0.000226091,0.000167036,0.000243623,0.000135419,0.000299502,4.23E-05,0.000311333,0.000197342,0.00034659,0.00019905,5.50E-05
Unclassified Pirellulales,0,4.08E-05,0,4.98E-05,0,0,3.51E-05,3.81E-05,8.19E-05,9.51E-05,0.000127786,0,5.48E-05,0,5.05E-05,0.000569601,0,8.35E-05,2.44E-05,6.77E-05,0,0.004553015,0.000489237,0,0,0,2.75E-05
Prosthecochloris,0,4.08E-05,0,9.97E-05,0,2.76E-05,0.000105319,3.81E-05,5.46E-05,0.000190132,5.11E-05,0,0.000766913,1.04E-05,0.001459437,5.00E-06,0,0.000167036,0,0.000135419,0,0,0.003224515,0,5.78E-05,0,0
Unclassified Chloroflexales,0.000720414,2.04E-05,0.000112708,0.000199347,0,5.52E-05,0.00073723,0.000381163,0.000109143,4.75E-05,0.000153343,0,0,5.22E-05,2.97E-05,0.000224843,2.83E-05,0.000584624,0.001315565,0.000169273,0.000262064,0.000183248,4.45E-05,0.00078937,0.000173295,0,8.25E-05
Unclassified Tissierellales,0.00016373,0.000163006,0.00028177,0.00014951,0.000185577,0.000220665,0.000140425,0.000247756,0.000218287,0.000237665,0.000383357,0.000554665,0.000164339,0.000135658,8.62E-05,3.50E-05,0.000395659,0.000835178,9.74E-05,0.000270838,0.000374378,4.23E-05,0.000289094,0.000394685,0.000144413,0.000341229,5.50E-05
Unclassified Campylobacterota,0.000130984,0.000122254,0.000197239,0,0.0004825,0.000717162,0.00028085,0.000228698,0.000109143,9.51E-05,0.000102229,0.000184888,0.000356067,0.001940957,3.57E-05,4.00E-05,8.48E-05,0.000459348,0.000243623,0.000236983,7.49E-05,6.34E-05,0.00011119,6.58E-05,5.78E-05,0.000255922,2.75E-05
Unclassified Saprospiria,3.27E-05,2.04E-05,0,4.98E-05,0,0,0,7.62E-05,0.000136429,0,0,6.16E-05,0,2.09E-05,0.000148619,0.000134906,0,0.00037583,0.005140449,0,0,4.23E-05,0.000133428,6.58E-05,0,0.000284357,2.75E-05
