genus,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Acidaminobacter,0,3.45E-05,0,0.000105631,3.81E-05,6.99E-05,0.000157491,4.59E-06,1.06E-05,5.70E-05,5.39E-05,0,3.44E-05,5.01E-05,3.33E-05,2.81E-05,9.83E-06,1.46E-05,1.43E-05,7.94E-06,2.94E-05,5.60E-05,0,6.58E-06,4.00E-05,2.16E-05,0.000128222,4.33E-05,2.23E-05,4.96E-05
Microbulbifer,2.62E-06,3.45E-05,5.52E-05,2.35E-05,3.81E-05,3.49E-05,3.50E-05,3.68E-05,6.38E-05,0,0,0.000174858,0,5.01E-05,0,0,0,7.62E-05,4.90E-05,5.69E-05,0,0,6.15E-05,5.26E-05,6.99E-05,4.32E-05,0.000128222,0,2.23E-05,2.48E-05
Kordiimonas,1.05E-05,1.72E-05,4.41E-05,0.000316894,0,6.99E-05,7.00E-05,0,1.06E-05,0,8.08E-05,0,5.16E-05,1.25E-05,1.66E-05,0,0,6.49E-06,4.08E-06,5.30E-06,4.42E-05,9.33E-05,3.69E-05,3.95E-05,9.99E-06,6.48E-05,6.41E-05,2.16E-05,0,4.96E-05
Unclassified Candidatus Poribacteria,0,0.000206854,0,2.35E-05,0,0.000139736,0.000139992,0,0,5.70E-05,8.08E-05,2.33E-05,0.000103148,0,1.66E-05,5.61E-05,7.37E-05,0,6.12E-06,0,8.83E-05,5.60E-05,0,0,0,0,6.41E-05,0,2.23E-05,0
Exilibacterium,0,0,1.10E-05,0.000187789,0,0,3.50E-05,2.30E-05,0,0,0,0,3.44E-05,0,0,0.00016844,1.97E-05,0,0,5.30E-06,0.000103034,0,0,0,0,0,0,4.33E-05,0.000378779,0.00014895
Bacterioplanoides,5.24E-06,0,3.86E-05,0.000105631,1.52E-05,6.99E-05,3.50E-05,0,3.19E-05,5.70E-05,0,0,0,6.89E-05,1.66E-05,0.000112293,0,1.46E-05,8.17E-06,2.25E-05,0,0,2.46E-05,0,3.00E-05,4.32E-05,0.000256443,4.33E-05,4.46E-05,0.000124125
Unclassified Shewanellaceae,5.24E-06,1.72E-05,9.93E-05,2.35E-05,9.90E-05,0,0,9.65E-05,9.58E-05,0,0,8.16E-05,6.88E-05,6.26E-05,2.50E-05,0,9.83E-06,6.65E-05,4.90E-05,7.41E-05,0,0,8.61E-05,6.58E-05,4.99E-05,8.64E-05,0,2.16E-05,0,0
Saccharicrinis,2.62E-06,3.45E-05,4.97E-05,0.000234736,0,0.000122269,5.25E-05,1.15E-05,5.32E-06,0,0.000161551,0.000116572,3.44E-05,0,4.99E-05,0,4.42E-05,9.73E-06,2.04E-06,6.62E-06,0,5.60E-05,6.15E-06,0,9.99E-06,3.24E-05,0.000128222,0,2.23E-05,4.96E-05
Aeromonas,1.05E-05,0,5.52E-05,2.35E-05,0.000106631,0,0,4.36E-05,7.98E-05,5.70E-05,2.69E-05,2.33E-05,3.44E-05,5.01E-05,3.33E-05,0,9.83E-06,9.24E-05,6.12E-05,9.80E-05,0,0,6.15E-05,0.000138112,0.00014984,9.72E-05,0,0,0,0
Unclassified Planctomycetia,3.93E-05,0,5.52E-06,4.69E-05,1.52E-05,0.00022707,0.000122493,4.59E-06,1.60E-05,8.55E-05,0,2.33E-05,6.88E-05,1.25E-05,2.50E-05,0.000140367,9.83E-06,1.95E-05,4.08E-06,1.06E-05,0,7.47E-05,1.23E-05,6.58E-06,5.99E-05,2.16E-05,0,0.000151502,0,4.96E-05
Unclassified Chlamydiota,5.24E-06,8.62E-05,2.76E-05,8.22E-05,3.81E-05,0.000279471,0,1.15E-05,5.85E-05,0,0.000107701,0,1.72E-05,0,0,5.61E-05,9.83E-06,1.62E-05,8.17E-06,6.62E-06,2.94E-05,9.33E-05,0,0,0,3.24E-05,0,0,8.91E-05,0.0001986
Unclassified Thiotrichales,7.86E-06,0,3.31E-05,0.000105631,0,0,0,4.59E-06,0,0.000228122,0,0,6.88E-05,0,4.99E-05,2.81E-05,0,1.95E-05,1.63E-05,9.27E-06,0.000117753,3.73E-05,3.69E-05,0,4.99E-06,0.000129556,0,8.66E-05,0.000155968,0.000124125
Chlamydia,7.07E-05,0,0,0.000105631,3.05E-05,3.49E-05,3.50E-05,1.15E-05,1.06E-05,8.55E-05,5.39E-05,2.33E-05,3.44E-05,0,1.66E-05,0.000112293,0,0,2.04E-05,5.30E-06,5.89E-05,0.000130643,1.23E-05,1.64E-05,9.99E-06,0,0.000256443,4.33E-05,8.91E-05,0
Unclassified Entomoplasmatales,0.001021876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Chlamydiia,2.36E-05,3.45E-05,1.10E-05,0.000164315,1.52E-05,0,8.75E-05,2.07E-05,5.32E-06,0.000142576,2.69E-05,3.50E-05,8.60E-05,5.01E-05,2.50E-05,5.61E-05,2.95E-05,1.30E-05,8.17E-06,1.32E-05,8.83E-05,0.000130643,0,6.58E-06,9.99E-06,6.48E-05,0,4.33E-05,2.23E-05,9.93E-05
Unclassified Verrucomicrobiales,0,0,0,2.35E-05,0,0.000104802,3.50E-05,4.59E-06,0,0,0.000161551,2.33E-05,1.72E-05,0,0,0.00033688,9.83E-06,1.30E-05,4.08E-06,1.85E-05,0.000441573,7.47E-05,1.23E-05,0,0,0,0,2.16E-05,6.68E-05,0
Unclassified Actinomycetes,2.62E-05,0.000120665,5.52E-05,4.69E-05,2.28E-05,0.000104802,3.50E-05,9.19E-06,3.19E-05,5.70E-05,0,4.66E-05,6.88E-05,4.39E-05,5.82E-05,0.00016844,9.83E-06,3.24E-06,1.43E-05,1.06E-05,0.000117753,0.00011198,1.23E-05,0,2.00E-05,5.40E-05,0,8.66E-05,0,4.96E-05
Shimia,1.31E-05,0.000103427,5.52E-06,5.87E-05,7.62E-06,0.000192136,0.000157491,0,5.32E-06,0.000114061,5.39E-05,0,0.000103148,0,3.33E-05,0,1.97E-05,3.24E-06,1.02E-05,5.30E-06,5.89E-05,0.00016797,1.23E-05,3.29E-06,2.50E-05,3.24E-05,0,2.16E-05,0.000133687,4.96E-05
Unclassified Candidatus Falkowbacteria,0,0,1.10E-05,4.69E-05,2.28E-05,3.49E-05,0.000559969,0,0,0.000228122,5.39E-05,0,1.72E-05,0,1.66E-05,0.00016844,0,3.24E-06,0,0,0,7.47E-05,0,1.32E-05,0,0,0,0,4.46E-05,9.93E-05
Mycoplasmopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Phycisphaeraceae,5.24E-06,6.90E-05,1.10E-05,4.69E-05,7.62E-06,0.000157202,0.000104994,9.19E-06,0,0,0.000107701,0,0,3.13E-05,0,0,4.91E-06,1.62E-05,0,3.97E-06,0.000250224,0.000149307,6.15E-05,0,2.00E-05,0,0.000256443,0.000108216,0,0
Gemmatimonadota bacterium (no genus in NCBI),1.31E-05,5.17E-05,5.52E-06,4.69E-05,2.28E-05,0.000174669,1.75E-05,4.59E-06,0,5.70E-05,5.39E-05,5.83E-05,1.72E-05,2.51E-05,1.66E-05,8.42E-05,1.97E-05,3.24E-06,6.12E-06,7.94E-06,0.000103034,7.47E-05,1.84E-05,1.32E-05,1.50E-05,2.16E-05,0.000448775,4.33E-05,0,2.48E-05
Unclassified Saprospiraceae,0,0,0.00013241,0.000117368,0,0,3.50E-05,0,4.26E-05,0,0,2.33E-05,0,1.25E-05,0,0.000617613,0,0,0.000142902,2.65E-06,8.83E-05,0,3.69E-05,1.97E-05,9.99E-06,0.000107963,0,0,4.46E-05,4.96E-05
Unclassified Sedimentisphaerales,2.10E-05,3.45E-05,3.31E-05,1.17E-05,0,0.000139736,0.000472474,4.59E-06,0,0,0,0.000442973,6.88E-05,0,0,0,0.000113003,3.24E-06,0,1.32E-06,0,0,1.23E-05,0,9.99E-06,1.08E-05,0,0,0.000111406,0
Candidatus Entotheonella,5.24E-06,0,7.17E-05,2.35E-05,0.000121864,0,0,3.22E-05,0.000117052,0,0,2.33E-05,0,3.76E-05,3.33E-05,0,1.97E-05,0.000119995,8.57E-05,0.000132377,0,0,0.000282771,0.000124958,0.000129861,8.64E-05,0,6.49E-05,0,0
Unclassified Salinisphaerales,1.05E-05,3.45E-05,8.83E-05,0,0.000106631,0,0,9.19E-05,6.38E-05,5.70E-05,0,4.66E-05,3.44E-05,7.52E-05,1.66E-05,0,2.95E-05,0.000123239,0.000142902,0.000166795,0,0,7.38E-05,0.00012167,9.99E-05,0.000129556,0,0,0,0
Porticoccaceae bacterium (no genus in NCBI),1.83E-05,3.45E-05,0,7.04E-05,1.52E-05,0,0,0,0,8.55E-05,0,0,0.000154722,0,0.000108178,5.61E-05,0,1.62E-06,1.84E-05,0,0.000117753,0.000149307,0,0,0,0,0,0.000389577,0.000311936,4.96E-05
Achromobacter,0,0.000137903,3.31E-05,7.04E-05,7.62E-06,0.000209603,7.00E-05,1.15E-05,3.19E-05,0,5.39E-05,6.99E-05,1.72E-05,4.39E-05,0,0.00016844,3.93E-05,6.49E-06,1.43E-05,2.12E-05,5.89E-05,7.47E-05,6.15E-06,6.58E-06,2.50E-05,7.56E-05,0.000192332,2.16E-05,4.46E-05,0.000124125
Alphaproteobacteria bacterium (no genus in NCBI),7.86E-06,6.90E-05,1.66E-05,0.000140842,2.28E-05,0.000331872,7.00E-05,1.61E-05,2.13E-05,0.000142576,0,0,8.60E-05,4.39E-05,4.16E-05,0.000112293,9.83E-06,1.14E-05,2.45E-05,3.04E-05,0.000103034,0.000130643,6.15E-06,0,3.00E-05,3.24E-05,0,0,8.91E-05,7.45E-05
Unclassified Epsilonproteobacteria,0,6.90E-05,0,0,7.62E-06,3.49E-05,0,0.000199869,0,2.85E-05,0,0,3.44E-05,2.51E-05,0.001106747,0,9.83E-06,4.86E-06,0,5.30E-06,0,0,0,0,0,2.16E-05,0,4.33E-05,0,9.93E-05
Unclassified Bacilli,1.05E-05,0,5.52E-06,0.000117368,0,0,3.50E-05,9.19E-06,1.06E-05,5.70E-05,0,0,0,0.001440904,1.66E-05,0,0,0,0,0,1.47E-05,3.73E-05,0,0,0,0,0,0,0,0
Unclassified Microscillaceae,2.62E-06,5.17E-05,9.38E-05,0.000211263,2.28E-05,0.000209603,5.25E-05,1.15E-05,2.13E-05,0.000142576,2.69E-05,0.000128229,1.72E-05,3.13E-05,2.50E-05,0.000112293,4.91E-05,1.62E-05,2.04E-06,2.25E-05,2.94E-05,7.47E-05,1.23E-05,2.30E-05,8.99E-05,8.64E-05,6.41E-05,4.33E-05,4.46E-05,4.96E-05
Unclassified Colwelliaceae,4.19E-05,3.45E-05,1.66E-05,5.87E-05,1.52E-05,0.000157202,7.00E-05,6.89E-06,1.06E-05,8.55E-05,0,9.33E-05,6.88E-05,2.51E-05,0.000166428,0.000224587,0,1.30E-05,2.25E-05,1.72E-05,1.47E-05,0.00016797,6.15E-05,1.97E-05,4.99E-05,6.48E-05,0.000192332,0,8.91E-05,0
Unclassified Salinisphaeraceae,3.14E-05,6.90E-05,0.000154478,0,0.00015233,0,0,8.73E-05,0.000106411,0,0,0.000326401,0,3.76E-05,0,0.00016844,2.95E-05,0.000165399,9.39E-05,8.60E-05,0,0,8.61E-05,9.21E-05,9.99E-05,2.16E-05,0,0,0,0
Ferrimonas,2.62E-05,3.45E-05,0,0,6.09E-05,0.000139736,0,0,0,0,0,0,3.44E-05,0,0,0.001403666,0,3.24E-05,2.45E-05,1.32E-05,0,0,0,1.97E-05,0,0,0,4.33E-05,0,0
Pseudoalteromonas,3.67E-05,3.45E-05,3.86E-05,3.52E-05,1.52E-05,0.000139736,0.000209988,0,2.66E-05,5.70E-05,2.69E-05,0.000268115,0.000120339,2.51E-05,4.99E-05,8.42E-05,6.88E-05,2.76E-05,1.22E-05,1.59E-05,0,0.000149307,6.76E-05,0,4.99E-06,0,0.000192332,6.49E-05,8.91E-05,0
Unclassified Halieaceae,0,0,0.000143444,0,9.14E-05,0,0,0.000137841,0.000170258,0,0,0,0,0.000112766,0,5.61E-05,0,0.000141076,0.000204145,0.000136348,0,0,0.000172121,0.000177573,0.000164824,0.000161945,0,4.33E-05,0,0
Unclassified Desulfobulbaceae,1.57E-05,3.45E-05,1.10E-05,2.35E-05,0,3.49E-05,0,0,0,0,0.000134626,0,3.44E-05,1.25E-05,0,0.00151596,3.93E-05,0,6.12E-06,1.06E-05,0,0,0,0,2.00E-05,0,0,0,4.46E-05,0
Francisella,3.41E-05,0,0.000110342,0.000211263,5.33E-05,0.000331872,3.50E-05,9.19E-06,3.19E-05,0.000256637,0,4.66E-05,5.16E-05,5.64E-05,0,0,3.93E-05,1.14E-05,8.17E-06,2.12E-05,2.94E-05,7.47E-05,3.07E-05,2.96E-05,2.00E-05,5.40E-05,0.000128222,0.000108216,0,0.000173775
Candidatus Omnitrophota bacterium (no genus in NCBI),5.24E-06,0.000137903,0,0.000129105,1.52E-05,0.000122269,0.000192489,2.30E-06,1.06E-05,0,0.000323102,5.83E-05,0.000103148,5.01E-05,0.000108178,5.61E-05,1.97E-05,1.30E-05,8.17E-06,5.30E-06,5.89E-05,0.000242623,2.46E-05,3.29E-06,9.99E-06,0,0.000128222,0.000129859,0,0
Unclassified Cellvibrionales,1.31E-05,0,0,0,0,6.99E-05,1.75E-05,4.59E-06,0,0,0.000107701,0.001130747,6.88E-05,0,0,0.000112293,0,0,6.12E-06,7.94E-06,0.000176629,3.73E-05,0,1.32E-05,0,0,0,0.000173145,2.23E-05,2.48E-05
Unclassified Deltaproteobacteria,0.000280361,0,5.52E-06,0.000176052,7.62E-06,0.000122269,8.75E-05,3.45E-05,1.06E-05,5.70E-05,0.000215401,5.83E-05,8.60E-05,3.13E-05,3.33E-05,0.000308807,2.46E-05,6.49E-06,4.08E-06,1.19E-05,8.83E-05,1.87E-05,6.15E-06,0,9.99E-06,0,0.000128222,8.66E-05,8.91E-05,0
Unclassified Rhodospirillaceae,7.86E-06,0.000103427,2.76E-05,0.000176052,0,0.000157202,8.75E-05,2.30E-05,1.06E-05,0.000171091,0.000134626,0.000139886,0.000103148,5.64E-05,8.32E-05,5.61E-05,4.91E-06,1.46E-05,8.17E-06,7.94E-06,0.000191348,0.000186633,3.07E-05,1.32E-05,9.99E-06,2.16E-05,6.41E-05,0,0.000133687,0
Unclassified Myxococcota,2.10E-05,1.72E-05,0,0.000340368,0,0.000454141,0.000104994,0,2.13E-05,5.70E-05,0.000134626,0,0.000189104,1.88E-05,0.000232999,2.81E-05,1.97E-05,0,0,2.65E-06,2.94E-05,3.73E-05,0,0,0,3.24E-05,0,4.33E-05,0.000178249,9.93E-05
Unclassified Desulfovibrionaceae,0.000233197,6.90E-05,4.97E-05,0.000129105,2.28E-05,0.000104802,1.75E-05,0,3.19E-05,5.70E-05,5.39E-05,5.83E-05,0,3.76E-05,1.66E-05,0.00016844,0.000137569,9.73E-06,4.08E-06,1.06E-05,0.000397415,0,2.46E-05,9.87E-06,4.99E-06,2.16E-05,6.41E-05,4.33E-05,0.000178249,0.000124125
Pseudanabaenales cyanobacterium (no genus in NCBI),2.62E-06,0,3.31E-05,0.000598577,0,8.73E-05,7.00E-05,3.68E-05,0,0.000142576,0,0.000139886,0,0.000125296,4.99E-05,0,9.83E-06,0,2.45E-05,0,0.000206067,0.00011198,0,0,9.49E-05,0,0,0,0.000222811,0.00014895
Prosthecochloris,0.001019256,6.90E-05,5.52E-06,3.52E-05,0.000266577,8.73E-05,3.50E-05,4.82E-05,1.06E-05,8.55E-05,5.39E-05,2.33E-05,3.44E-05,0,0,0,4.91E-06,0,6.94E-05,0,0,0,2.46E-05,3.95E-05,5.49E-05,0,0.000128222,0,2.23E-05,0
Polaribacter,2.36E-05,0,3.31E-05,3.52E-05,6.09E-05,0.000419207,0.000297484,9.19E-06,6.38E-05,0,0.000269251,2.33E-05,0,4.39E-05,2.50E-05,0,0,2.59E-05,4.08E-05,1.59E-05,0.000147191,0.000261287,0,3.95E-05,9.99E-06,0.000129556,0,0,0.000222811,0
Unclassified Paracoccaceae,1.05E-05,0,1.10E-05,0.00025821,0,0,0.00017499,6.89E-06,2.13E-05,0.000171091,0.000323102,0.000104915,3.44E-05,5.01E-05,0.000124821,0.000140367,4.91E-06,6.49E-06,3.27E-05,5.30E-06,0.000176629,0.000354603,1.84E-05,3.29E-06,2.00E-05,7.56E-05,0,0,0,9.93E-05
Shewanella,3.14E-05,6.90E-05,0.000176547,0,0.000137097,0,7.00E-05,0.000124057,0.00019154,0,5.39E-05,0.000151543,0,0.000125296,0.0001165,0,1.97E-05,0.000139454,0.000151068,0.000135024,0,3.73E-05,0.000110649,0.000108517,0.000119872,0.000107963,0,4.33E-05,4.46E-05,0
Bacteroides,2.62E-06,0.000103427,0.000148961,4.69E-05,3.05E-05,0.000139736,0.000209988,4.59E-06,3.72E-05,5.70E-05,0.000242326,5.83E-05,6.88E-05,3.76E-05,0,0,1.97E-05,0,3.27E-05,7.94E-06,2.94E-05,9.33E-05,0.000135238,1.32E-05,2.00E-05,0.000172741,0.000320554,0.000129859,0.000155968,0
Salinisphaera,5.50E-05,0.000241329,0.000176547,0,0.000106631,0,7.00E-05,0.000103381,0.000127694,5.70E-05,0,0.000163201,0,5.01E-05,0.000208035,5.61E-05,2.95E-05,0.000118374,0.000118404,8.47E-05,0,0,0.000110649,9.87E-05,0.000119872,0.000107963,0.000128222,0,0,4.96E-05
Unclassified Vibrionales,8.38E-05,3.45E-05,4.41E-05,2.35E-05,6.85E-05,5.24E-05,0.000139992,7.58E-05,0.000101091,0,0.000107701,6.99E-05,0,0.00014409,0.000183071,0.000112293,6.39E-05,0.000107023,0.00012657,0.000152233,0,0.000130643,0.000135238,9.21E-05,0.000119872,0.000172741,0,0,0,4.96E-05
Unclassified Gemmatimonadota,0.00053976,0.000120665,1.66E-05,4.69E-05,2.28E-05,0.000157202,0.000104994,1.61E-05,1.60E-05,5.70E-05,0.000107701,2.33E-05,0.000189104,6.26E-06,0.000124821,2.81E-05,2.95E-05,1.95E-05,8.17E-06,5.30E-06,8.83E-05,5.60E-05,2.46E-05,1.32E-05,2.50E-05,4.32E-05,0.000192332,4.33E-05,0,0.000273075
Unclassified Betaproteobacteria,0.000104808,6.90E-05,3.86E-05,4.69E-05,5.33E-05,0.000366806,0.000104994,8.50E-05,8.51E-05,0,0.000269251,5.83E-05,0,5.64E-05,0.000141464,0,1.97E-05,7.13E-05,6.53E-05,5.82E-05,0.000176629,0.000298613,7.38E-05,4.93E-05,2.50E-05,6.48E-05,0.000128222,0,4.46E-05,4.96E-05
Kiloniellales bacterium (no genus in NCBI),1.31E-05,0,6.07E-05,9.39E-05,1.52E-05,0,7.00E-05,0.000411225,0,0.000114061,0.000242326,3.50E-05,0,6.26E-05,0.000149785,0,0,2.76E-05,2.45E-05,0,0.001000898,1.87E-05,6.15E-06,2.30E-05,7.99E-05,2.16E-05,0,0,0,0.000173775
Unclassified Chloroflexales,2.36E-05,0,0.000226201,0.00161968,7.62E-06,0,1.75E-05,0.000121759,0,0,2.69E-05,0,1.72E-05,0,8.32E-06,0.000224587,9.83E-06,1.62E-06,0,1.32E-06,5.89E-05,1.87E-05,0,0,1.50E-05,7.56E-05,0,2.16E-05,2.23E-05,0.000173775
Pseudomonas,4.72E-05,3.45E-05,0.000176547,4.69E-05,8.38E-05,1.75E-05,0,0.00011257,0.000180899,0,0,0.000279772,3.44E-05,0.00015662,0.000124821,0.000140367,1.97E-05,0.000136211,0.000144943,0.000198565,0,3.73E-05,0.00015368,0.000157842,0.000204781,0.00011876,6.41E-05,0,2.23E-05,4.96E-05
Hoeflea,2.36E-05,3.45E-05,0.00017103,2.35E-05,0,1.75E-05,7.00E-05,1.15E-05,0,0,0.000807754,3.50E-05,0,1.25E-05,4.99E-05,0,0,4.86E-06,0.00023885,5.30E-06,0.00048573,5.60E-05,0.000129091,1.32E-05,2.00E-05,0.000259112,0.000192332,6.49E-05,4.46E-05,0
Unclassified Mollicutes,0.002253368,0,0,1.17E-05,0,0,0,0,5.32E-06,0,2.69E-05,0,0,1.25E-05,0.00047432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Porticoccaceae,0,1.72E-05,0,0,0,6.99E-05,0,2.30E-06,5.32E-06,5.70E-05,0.000376952,0.001935093,0,1.25E-05,8.32E-06,0,0,0,0,7.94E-06,0.000191348,0,0,6.58E-06,0,1.08E-05,0,4.33E-05,0,4.96E-05
Carboxylicivirga,1.31E-05,0,0.000115859,0.000199526,9.14E-05,0.000157202,3.50E-05,1.84E-05,5.32E-06,0.000342183,0.000188476,2.33E-05,8.60E-05,2.51E-05,0.000124821,0.000364953,2.46E-05,1.46E-05,1.22E-05,6.62E-06,0,0.000205297,3.07E-05,1.64E-05,4.00E-05,2.16E-05,6.41E-05,4.33E-05,0.000289655,0.00024825
Thalassotalea,7.34E-05,0.000275805,6.07E-05,0,0.000106631,0.000192136,0.000209988,4.59E-05,7.45E-05,5.70E-05,5.39E-05,0.000501259,0,0.000162885,0.000133142,0,2.95E-05,0.000100537,7.55E-05,9.13E-05,2.94E-05,9.33E-05,7.99E-05,7.23E-05,9.49E-05,0.000151149,0,4.33E-05,0,0
Allomuricauda,5.24E-06,8.62E-05,6.62E-05,0.00025821,7.62E-05,0.000296938,0.000297484,4.59E-06,2.13E-05,5.70E-05,0.000215401,4.66E-05,0.000154722,3.76E-05,2.50E-05,0.000224587,3.44E-05,2.92E-05,1.43E-05,2.91E-05,0.000206067,0.00011198,1.23E-05,0,5.99E-05,5.40E-05,0.000128222,6.49E-05,0.00020053,4.96E-05
Unclassified Desulfobacteraceae,7.60E-05,5.17E-05,0.000126893,0.000246473,3.05E-05,0.00022707,0.000227487,3.45E-05,5.32E-06,8.55E-05,8.08E-05,6.99E-05,0.000240678,0.000100237,9.15E-05,0.000196513,2.46E-05,3.24E-05,6.12E-06,5.30E-06,0.000103034,0.000298613,1.84E-05,6.58E-06,4.00E-05,5.40E-05,0.000128222,8.66E-05,0.000111406,9.93E-05
Unclassified Campylobacterota,1.05E-05,0.000172378,3.31E-05,0.00025821,0.000114247,0.000314405,0.00017499,2.30E-05,5.32E-06,0.000285152,0.000242326,6.99E-05,0,9.40E-05,0,0.000112293,5.90E-05,1.46E-05,2.65E-05,2.91E-05,7.36E-05,0.000298613,2.46E-05,9.87E-06,3.00E-05,5.40E-05,0.000128222,2.16E-05,6.68E-05,0.0001986
Microscillaceae bacterium (no genus in NCBI),0,1.72E-05,5.52E-05,3.52E-05,0,0.000663744,0,0,3.19E-05,0.000114061,0,0.000186515,0.000240678,3.76E-05,0,0.000224587,0,2.59E-05,4.08E-06,7.94E-06,0,0,0,1.97E-05,9.99E-06,7.56E-05,0.000641108,0.000497792,6.68E-05,0
Candidatus Thiodiazotropha,0.001815795,6.90E-05,0.000347577,0,0,0,5.25E-05,5.05E-05,3.19E-05,2.85E-05,2.69E-05,5.83E-05,0,5.64E-05,8.32E-05,5.61E-05,2.46E-05,3.89E-05,2.86E-05,7.28E-05,1.47E-05,3.73E-05,4.92E-05,5.26E-05,4.50E-05,4.32E-05,0,0.000108216,0,0
Unclassified Sedimenticolaceae,0.000188654,0.001430738,4.41E-05,3.52E-05,2.28E-05,0.000122269,1.75E-05,6.89E-06,1.06E-05,2.85E-05,0.000323102,3.50E-05,6.88E-05,0,2.50E-05,0,0,3.24E-06,0.000408291,2.65E-06,2.94E-05,0.00011198,0,3.29E-06,9.99E-06,1.08E-05,0,0,0.000267374,0
Unclassified Verrucomicrobiota,2.62E-05,0.00015514,3.31E-05,0.000305157,3.81E-05,0.000331872,0.000139992,2.30E-05,6.38E-05,8.55E-05,0.000161551,0.000198172,0.000120339,3.76E-05,4.16E-05,0,5.90E-05,1.78E-05,5.51E-05,3.97E-05,0.000103034,0.000485247,6.15E-05,1.32E-05,2.00E-05,0.000107963,0.000384665,4.33E-05,8.91E-05,9.93E-05
Gammaproteobacteria bacterium (no genus in NCBI),4.19E-05,0.00015514,7.17E-05,0.000176052,6.09E-05,0.000104802,0.000157491,6.89E-05,2.13E-05,8.55E-05,0.000269251,5.83E-05,0.000240678,2.51E-05,0.00053257,0.000196513,3.93E-05,7.30E-05,6.94E-05,9.00E-05,5.89E-05,0,3.69E-05,6.25E-05,4.00E-05,4.32E-05,0.000320554,8.66E-05,4.46E-05,0.000124125
Unclassified Burkholderiales,0.002130218,0.000137903,3.86E-05,5.87E-05,1.52E-05,6.99E-05,8.75E-05,3.45E-05,2.13E-05,0,0.000161551,4.66E-05,0,6.26E-06,9.15E-05,2.81E-05,0,2.59E-05,2.25E-05,1.85E-05,0.000235505,7.47E-05,3.69E-05,1.97E-05,3.50E-05,1.08E-05,0,4.33E-05,4.46E-05,2.48E-05
Chloroflexales bacterium (no genus in NCBI),1.57E-05,0,0.000176547,0.002053942,0,3.49E-05,7.00E-05,3.45E-05,0,0,0,0,0,0,0.000133142,0.000533393,0,0,0,0,0,3.73E-05,0,0,3.00E-05,0.000151149,0,0,0,0.000273075
Unclassified Sneathiellales,7.86E-06,0.000275805,3.31E-05,0.000305157,4.57E-05,6.99E-05,0.000419977,5.05E-05,2.13E-05,0.000285152,0.000107701,0.000209829,0,3.13E-05,0.000249642,0.000112293,2.95E-05,2.59E-05,2.86E-05,2.91E-05,0.000529887,0.000317277,0,1.64E-05,7.49E-05,8.64E-05,0,0.000173145,0,0.0001986
Aliarcobacter,5.24E-05,5.17E-05,0,5.87E-05,1.52E-05,0.000506541,0.000332482,0,2.13E-05,0,0.000457728,0.000233144,0.000446973,2.51E-05,0.000166428,5.61E-05,0.000103177,8.11E-06,0,7.94E-06,5.89E-05,0.000298613,1.23E-05,1.32E-05,1.50E-05,2.16E-05,0.000512886,0.000367934,8.91E-05,4.96E-05
Unclassified Chlorobiaceae,0.00349272,0,0,2.35E-05,3.05E-05,0,3.50E-05,9.19E-06,2.13E-05,0.000228122,0,3.50E-05,1.72E-05,0,1.66E-05,0,0,0,0,0,2.94E-05,3.73E-05,6.76E-05,0,2.50E-05,0,6.41E-05,0,0,4.96E-05
Thiotrichaceae bacterium (no genus in NCBI),3.67E-05,0.000430945,6.07E-05,0.000469473,3.81E-05,0.000209603,0.000104994,9.19E-06,1.60E-05,0.000199606,5.39E-05,3.50E-05,0.000240678,4.39E-05,9.99E-05,2.81E-05,2.95E-05,6.16E-05,2.04E-05,1.19E-05,0.000338539,0.000466583,2.46E-05,3.29E-06,4.99E-05,1.08E-05,0.000128222,0.000367934,0.000222811,0.0003972
Unclassified Actinomycetota,6.81E-05,0.000206854,4.41E-05,0.000328631,0.000106631,0.000331872,0.000279985,8.50E-05,2.13E-05,0.000313667,0.000188476,2.33E-05,0.000240678,1.88E-05,0.000266285,0.000364953,3.44E-05,3.89E-05,2.65E-05,3.57E-05,0.000309101,0.000205297,6.15E-06,2.96E-05,4.99E-05,4.32E-05,0.000256443,6.49E-05,0.000178249,0.0001986
Unclassified Alteromonadales,7.34E-05,0.000206854,0.000220684,0.000211263,0.000137097,0.000593876,0.000227487,2.76E-05,5.32E-05,0.000228122,0.000107701,0.000536231,3.44E-05,5.64E-05,0.000208035,0.000224587,6.88E-05,4.38E-05,3.88E-05,6.22E-05,1.47E-05,7.47E-05,0.000215152,5.59E-05,9.49E-05,6.48E-05,0,0.000151502,0.000401061,7.45E-05
