ko,IT1,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT-C1,IT-H1,IT2,IT21,IT22,IT23,IT24,IT25,IT26,IT27,IT28,IT29,IT-C2,IT-H2,IT3,IT-C3,IT-H3,IT-C4,IT-H4,IT5,IT-C5,IT-H5,IT6,IT-C6,IT-H6,IT7,IT8,IT9,ST1,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST-C1,ST-H1,ST2,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST-C2,ST-H2,ST3,ST30,ST-C3,ST-H3,ST4,ST-C4,ST-H4,ST5,ST-C5,ST-H5,ST6,ST-C6,ST-H6,ST7,ST8,ST9
K07226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,3,0,0,0,8,0,0,0,0,0,0
K07227,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,29,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,18,3,2,2,0,11,3,22,0,20,2,4,34,20,3,0,4,0,5,0,15,7,1,0,75,63,70,0,2,0,11,21,46,84,0,15,0,0,8,2,4,0,0,3,0,0,0
K07228,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07231,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,8,94,10,0,0,3,0,2,0,0,2,0,0,0,0,2,2,0,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,23,0,0,188,0,0,0,0,0,2,0,0,0,0,0,0,0
K07232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,347,0,0,0,0,0,0,30,0,2,0,0,0,0
K07235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,2,14,0,15,0,9,0,0,20,15,2,1,5,2,2,2,7,4,2,7,43,26,62,0,0,0,0,25,21,4,0,14,0,2,10,2,0,0,0,0,0,0,0
K07236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,1,14,0,7,0,0,25,12,0,1,3,0,0,2,9,6,2,7,41,26,48,0,0,0,0,29,29,2,0,14,0,0,5,2,0,0,0,0,0,0,0
K07237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,9,0,8,0,0,29,14,0,2,6,0,1,2,9,2,0,2,45,36,46,0,0,0,0,10,18,0,2,13,0,0,1,6,0,0,0,0,0,0,0
K07238,0,0,0,0,2,6,0,0,2,0,3,0,0,0,0,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,2,6,0,2,13,0,0,2,0,16,7,33,0,12,0,0,38,38,0,0,5,25,12,2,18,6,0,31,92,75,135,0,0,0,15,22,39,129,0,35,0,1,16,23,32,0,0,13,0,0,0
K07239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
K07240,0,2,0,0,2,3,0,1,0,1,0,0,0,0,0,4,78,0,2,0,0,2,0,0,2,4,0,0,0,0,2,2,0,0,0,0,2,0,0,23,7,36,0,15,0,2,94,40,2,0,13,4,13,4,16,12,4,0,135,100,161,0,2,0,0,50,58,82,0,30,0,2,12,0,16,0,0,0,0,0,2
K07243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0
K07244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07246,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0
K07250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
K07251,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
K07257,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,105,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,138,0,0,10,0,0,0,12,0,0,2,0,0,0
K07258,0,2,0,2,0,3,2,4,0,0,0,0,0,0,0,15,68,0,2,0,0,0,0,2,0,6,0,0,0,0,1,0,2,2,0,0,0,0,1,39,6,21,2,25,0,3,73,30,0,2,8,12,22,0,22,18,4,5,125,105,155,1,2,16,0,39,52,50,0,41,0,1,18,2,26,0,0,0,2,0,2
K07259,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,99,0,0,0,0,0,0,1,0,0,0,0,0,0,2,13,0,0,2,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,270,2,0,0,0,0,0,18,0,0,65,0,0,0
K07260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
K07261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,130,4,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
K07262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0
K07263,0,29,2,0,0,18,4,2,0,7,1,0,8,1,2,54,191,106,8,1,29,6,4,2,4,0,0,0,1,0,3,58,2,6,98,31,0,3,11,54,11,56,0,59,2,11,200,84,0,1,33,17,34,0,71,30,12,256,268,260,314,0,4,0,110,93,121,2775,2,79,7,2,29,14,44,0,4,90,0,0,0
K07264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07266,0,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,8,0,3,0,5,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,5,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2
K07267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
K07270,0,2,2,6,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,4,10,0,8,0,0,30,8,0,2,10,7,6,0,13,2,2,7,44,29,69,0,2,0,0,18,45,0,0,20,0,0,2,0,4,0,0,0,0,0,0
K07271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
K07272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0
K07273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
K07274,0,0,0,4,0,1,0,0,2,0,2,0,0,0,1,31,66,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,3,2,0,0,1,28,4,11,0,12,0,4,29,20,1,0,5,10,0,0,4,15,4,6,68,46,99,0,3,0,0,13,34,59,6,21,0,8,4,0,6,0,0,0,0,0,2
K07275,0,7,0,0,4,8,4,5,0,0,4,0,0,4,0,0,6,0,0,0,0,1,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,12,0,13,0,0,34,24,0,2,5,10,13,2,4,2,0,6,67,36,77,0,0,0,0,20,28,0,0,24,0,0,9,0,4,0,0,0,0,0,0
K07276,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0
K07277,2,16,0,3,4,8,0,2,2,4,3,0,4,4,1,31,221,31,4,1,6,4,0,12,0,2,2,0,0,0,12,38,3,5,58,2,0,0,0,56,10,54,0,49,4,3,154,81,0,0,11,22,26,1,42,18,4,108,224,201,284,0,2,0,55,70,105,754,5,61,12,0,33,6,20,0,0,39,2,0,0
K07278,0,2,0,0,7,2,0,5,2,6,0,0,0,0,2,3,125,13,0,0,0,1,2,0,0,4,0,0,0,0,6,0,0,8,0,0,2,3,2,29,12,59,2,19,2,4,136,65,0,0,16,56,18,2,38,28,5,9,142,135,230,2,2,0,0,58,112,0,0,59,0,1,12,3,10,0,0,0,0,0,0
K07282,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,161,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,78,0,0,1,0,0,0,0,0,0,168,0,0,4,0,0,0,8,0,0,15,0,0,0
K07287,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,24,0,12,0,0,62,13,0,0,3,2,10,0,8,2,1,3,92,78,114,0,1,0,0,24,45,0,0,20,2,0,4,5,6,0,0,0,0,0,2
K07289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,2,2,13,0,7,2,0,36,8,0,0,5,8,2,0,4,0,0,0,38,24,45,0,2,0,0,20,19,24,2,13,0,0,4,7,10,0,0,2,0,0,0
K07290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07301,0,11,8,0,1,8,2,2,2,0,0,0,0,0,0,25,83,22,2,0,2,0,0,0,0,1,0,0,0,0,2,0,4,4,22,0,4,3,10,38,4,41,0,27,0,10,186,43,0,2,13,25,11,1,32,30,10,98,245,171,210,0,6,0,11,57,101,307,14,70,2,2,25,11,12,0,6,10,0,0,1
K07302,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,58,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07303,0,2,0,0,0,0,2,0,3,0,1,0,0,0,0,2,194,9,0,2,6,0,10,0,2,2,0,5,0,0,1,4,4,0,0,6,0,3,2,0,0,0,4,0,0,0,2,0,0,0,5,13,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,41,0,0,0,0,0,7,4,0,0,0,0,0,0
K07304,1,10,2,7,2,8,0,2,0,0,2,0,1,4,1,4,45,43,1,0,8,0,2,0,0,0,0,0,0,0,6,6,1,0,3,2,0,2,12,31,7,47,2,19,2,6,100,44,2,6,7,19,28,0,12,16,4,4,162,89,168,0,1,0,5,37,49,99,3,40,2,0,12,6,5,0,0,16,2,0,2
K07305,2,9,2,10,4,9,8,1,2,0,2,1,0,4,8,13,53,21,2,9,0,5,5,9,0,0,0,4,4,4,6,4,19,0,2,2,1,4,13,6,8,0,14,0,0,0,4,2,2,0,15,0,2,8,0,0,0,0,20,0,0,5,10,0,2,4,0,65,0,0,0,0,0,1,1,4,0,0,2,0,0
K07306,3,5,0,4,0,10,4,0,4,2,5,0,1,0,2,12,4,45,7,0,8,0,0,0,0,5,0,2,0,4,2,0,1,0,0,0,4,4,4,58,12,143,8,69,4,14,270,160,0,3,22,27,81,1,82,68,10,33,467,379,542,0,2,4,4,109,249,50,10,106,8,14,44,34,15,0,0,0,0,0,1
K07307,0,0,4,0,4,8,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,10,0,1,0,0,0,0,0,23,3,32,0,34,0,3,79,37,0,2,2,6,13,2,30,15,10,4,162,131,199,0,0,0,0,37,68,21,0,35,0,3,21,9,4,0,6,0,2,0,1
K07308,0,0,0,2,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,29,0,23,4,3,59,39,0,0,0,2,13,4,8,11,4,6,96,96,105,0,3,0,0,28,52,0,2,23,0,3,19,7,0,2,0,0,0,0,0
K07309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,3,0,0,5,9,10,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K07313,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,137,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,91,0,0,0,0,0,0,3,0,0,8,0,0,0
K07315,4,11,6,12,2,2,4,9,8,1,5,1,0,0,0,32,407,101,4,1,23,0,8,0,4,7,0,0,1,3,10,60,3,2,19,10,3,6,26,44,9,68,1,42,2,13,165,65,0,2,23,27,32,8,48,38,3,33,246,156,281,0,5,2,47,58,104,1799,21,66,31,4,25,8,84,0,6,147,0,0,0
K07316,2,4,2,3,0,0,1,0,1,6,2,0,0,0,0,107,21,0,2,0,0,0,0,0,0,15,0,0,0,0,2,0,0,1,2,0,0,1,15,2167,4,37,0,14,4,0,74,33,2,0,0,10,8,0,17,60,2,2,105,72,91,0,0,0,11,22,54,207,0,32,2,2,5,18,13,0,0,35,2,0,0
K07317,2,0,2,0,4,2,0,2,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,2,0,0,0,10,2,0,0,0,2,0,2,0,5,18,10,43,0,43,0,6,117,49,0,2,33,7,23,2,18,13,12,7,169,117,227,0,0,2,2,46,99,92,4,46,4,0,13,10,16,2,0,72,2,0,2
K07318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07319,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
K07320,0,2,1,0,2,0,2,0,0,6,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,34,2,29,0,1,46,29,0,0,1,14,10,0,14,14,2,5,110,72,135,0,0,0,0,23,56,0,0,30,2,0,4,4,8,0,0,9,0,0,2
K07321,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,3,0,0,0,0,0,17,0,0,0,0,0,0
K07322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,2,0,0,246,0,0,2,0,0,0,16,0,0,0,0,0,0
K07323,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4,104,6,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,2,36,0,0,0,0,6,0,14,2,19,0,0,59,24,0,0,0,2,2,0,16,2,0,4,75,55,69,1,0,0,0,21,34,311,0,16,0,0,4,2,15,0,0,6,0,0,0
K07332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,13,0,0,0,0,2,1,11,1,11,0,0,26,11,0,0,4,0,1,0,5,2,0,2,39,35,70,0,0,0,0,18,17,8,0,13,0,0,0,4,0,0,0,20,0,0,0
K07335,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,78,27,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,14,0,0,1,0,0,0
K07336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,4,0,0,2,0,0,0
K07338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,68,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,2,0,0,0,0,0,0,27,0,0,0
K07340,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
K07341,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,48,0,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,13,34,0,15,0,4,75,24,0,0,5,29,15,0,24,23,6,9,97,78,126,0,0,0,0,21,58,54,2,37,2,0,15,12,10,2,0,0,2,0,2
K07343,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,27,0,5,0,3,34,11,0,0,16,6,4,0,7,6,5,23,43,25,58,0,2,0,0,7,18,50,5,17,0,3,9,0,0,2,0,0,0,0,0
K07346,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07359,0,0,0,0,4,0,0,0,2,2,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
K07374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07386,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
K07387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,132,4,0,0,0,0,0,5,0,0,0,0,0,0
K07389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,0,0
K07390,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,26,7,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,6,0,14,0,11,2,2,55,23,0,0,3,5,10,0,19,15,5,6,74,47,80,0,2,0,0,20,35,1,0,29,2,2,8,4,10,1,0,0,2,0,4
