genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Desulfovibrionales bacterium (no genus in NCBI),0.00769533,0.006418354,0.024091293,0.016371384,0.018149427,0.009350692,0.008530806,0.00811877,0.01296079,0.011788193,0.01334083,0.009121164,0.016050397,0.002619249,0.000585558,0.000589587,0.021026453,0.012569424,0.001218116,0.011781434,0.012317023,0.003855262,0.011830635,0.015622944,0.025041158,0.013563852,0.010007698,0.005900679,0.010084121,0.002907506,0.013403441,0.006055113,0.029134862,0.012459315,0.002014772,0.002984836,0.019561436,0.014270328,0.008626317,0.026801217,0.004441744,0.004543488,0.009460711,0.002235499,0.0014967,0.00193734,0.00131715,0.012938077,0.009686269,0.002071602,0.001292334,0.00225259,0.005970375,0.038787024,0.016838369,0.004188855,0.014150241
Unclassified Endozoicomonadaceae,0.000785906,0.004380782,0.007551423,0.006603374,0.007831348,0.00645446,0.008109531,0.002153571,0.002919589,0.004967202,0.004932529,0.003235548,0.001342098,0.000626115,0.000523138,0.00019986,0.007545783,0.002964881,9.74E-05,0.003994854,0.003107334,0.00141665,0.003535848,0.007005657,0.003928025,0.001876759,0.00056362,0.008730489,0.017720472,0.028528868,0.002265205,0.027327981,0.003668058,0.013736744,0.028514651,0.030742219,0.002823006,0.005465805,0.031847431,0.003558597,0.023186027,0.021802084,0.018893349,0.005556811,0.030375067,0.029933836,0.03211198,0.000765392,0.007428006,0.031037154,0.031561882,0.029398544,0.024874762,0.00493653,0.002770323,0.00077984,0.003227248
Endozoicomonas,0.002619687,0.006988875,0.009157509,0.007450599,0.010949041,0.009736857,0.008249956,0.003849746,0.005429889,0.006773458,0.006670415,0.00415999,0.003040263,0.001137443,0.000621227,0.00031478,0.009043636,0.004217647,0.000682145,0.003554743,0.00400584,0.001910011,0.004136275,0.009176424,0.00638304,0.004890949,0.001086,0.009152341,0.018375509,0.028153706,0.004131358,0.029293037,0.005641823,0.015854128,0.029465752,0.030625166,0.003821039,0.007700592,0.033864124,0.004297822,0.02403804,0.022958759,0.03088066,0.005954779,0.030966936,0.030905568,0.032102714,0.00273775,0.008491816,0.030711353,0.032022256,0.030841999,0.024961133,0.003782536,0.00344126,0.002517769,0.005709746
Prolixibacteraceae bacterium (no genus in NCBI),0.000654922,0.000550145,0.000197239,0.000299021,7.42E-05,0.000551663,3.51E-05,0.000381163,0.000300145,0.000166366,0.000332243,0.000369777,0.000903862,0.000886997,0.00030021,0.000284801,0.000367398,0.000501107,0.000852681,0.001354188,0.000524129,0.000133912,0.000266856,0.000296014,0.001039771,0.00019905,0.000178709,1.83E-05,0.000689513,3.86E-05,0.000129105,0,0.001240153,0.000454975,1.15E-05,1.60E-05,0,0.000376952,0.000466287,0.000722034,1.25E-05,0.000657391,0,0.67211375,0.001036177,0.000261306,0.000652618,0.001339437,0.002314253,6.15E-06,7.89E-05,3.00E-05,0,0.000897551,0.000476149,4.46E-05,9.93E-05
Unclassified Cohaesibacteraceae,0.025181741,0.024002608,0.009692871,0.020632429,0.008313848,0.009543774,0.016183956,0.029330487,0.024311714,0.02709383,0.017838888,0.0173487,0.017666393,0.013085809,0.001361349,0.012651144,0.014243726,0.011567211,0.028430823,0.021836279,0.011718019,0.015223704,0.01461039,0.01368241,0.018282644,0.021326812,0.015437699,0.006105054,0.025374061,0.003409561,0.022593366,0.004920255,0.019580444,0.024708641,0.001663278,0.003229582,0.032022584,0.038152935,0.005362305,0.027213808,0.003990678,0.018548414,0.019651329,0.002677685,0.00286854,0.003374523,0.001331711,0.035796818,0.035273698,0.00231749,0.001552116,0.002737071,0.008745034,0.018079241,0.035667908,0.042334173,0.026165533
Phycisphaerales bacterium (no genus in NCBI),0.029929923,0.020599861,0.027387997,0.024669208,0.040010392,0.031031059,0.039810427,0.023479636,0.0316789,0.023623919,0.031026375,0.037100949,0.033141605,0.010842229,0.003388511,0.004551814,0.026537418,0.048983171,0.020318172,0.033042183,0.040245592,0.00924699,0.022705035,0.033449546,0.029806776,0.031563682,0.01278456,0.002101396,0.019685582,0.00443574,0.037557804,0.005034503,0.03612164,0.021873797,0.001718414,0.002841181,0.023496535,0.038556812,0.008334888,0.021454727,0.007661851,0.008354692,0.031021027,0.008912516,0.001966953,0.001251411,0.002674013,0.012658414,0.021817435,0.003731343,0.001608018,0.006832689,0.006305061,0.041287345,0.018093672,0.029344266,0.036120352
Unclassified Hyphomicrobiales,0.04669592,0.038958393,0.029839391,0.037776283,0.025201351,0.028410658,0.037458311,0.045396505,0.045867554,0.035958741,0.028879575,0.035560212,0.03599014,0.019826983,0.017412189,0.029839113,0.028967895,0.034659874,0.04280459,0.045602275,0.037550073,0.027219419,0.032712151,0.039928957,0.036132051,0.038388262,0.020592764,0.00578015,0.024736261,0.004766765,0.028273984,0.004135756,0.01657613,0.028750919,0.001872337,0.003096568,0.030511278,0.046472806,0.006912711,0.023345768,0.004009472,0.018165629,0.022458662,0.002800515,0.003573919,0.003078512,0.001368777,0.035973447,0.032455535,0.002188399,0.001585,0.002797007,0.010256521,0.017053468,0.030884772,0.033421715,0.030708505
Unclassified Phycisphaerales,0.046597682,0.028200008,0.032797971,0.032094889,0.057306165,0.043829646,0.053466737,0.0322845,0.046276842,0.036125107,0.045823962,0.053802539,0.050178033,0.015298083,0.004604213,0.006715299,0.039933303,0.069277989,0.03018491,0.051391428,0.052899554,0.014850159,0.036603807,0.04982897,0.039395777,0.043364518,0.017018586,0.006595031,0.044990692,0.017781578,0.078613178,0.012140692,0.051754555,0.04581248,0.004383335,0.007134876,0.052268385,0.049434572,0.026531754,0.039763448,0.021983185,0.017391739,0.0310491,0.018478485,0.005991665,0.005138339,0.004594801,0.057404436,0.038595771,0.00660208,0.003623796,0.018340376,0.023600795,0.051993845,0.0372695,0.06898242,0.0770071
Unclassified Alphaproteobacteria,0.055799332,0.037654346,0.037024514,0.046123944,0.038006161,0.042974568,0.046375285,0.057936765,0.046385986,0.045298983,0.044239419,0.046715149,0.053820871,0.028196058,0.432216413,0.063725392,0.045981234,0.048147993,0.077277268,0.056029521,0.065815582,0.034006653,0.065468778,0.04499408,0.037431765,0.05653027,0.04034697,0.003835965,0.011859615,0.004330915,0.021443159,0.003754932,0.018252956,0.018898961,0.002478836,0.002436818,0.023211383,0.022186322,0.005000933,0.014114047,0.003721292,0.013147821,0.010106398,0.00273173,0.002575038,0.002831496,0.001705014,0.025964468,0.015583882,0.003116624,0.00219335,0.00318659,0.006315858,0.017566355,0.015431564,0.025044005,0.021126061
Lutimaribacter,0.076756828,0.0615347,0.046069315,0.041140266,0.057083473,0.054366415,0.061786905,0.064969221,0.059210347,0.058727065,0.085003067,0.070134352,0.060750479,0.02583769,0.004720136,0.006010792,0.062146733,0.089489289,0.04438814,0.06503487,0.054659129,0.024710327,0.05921989,0.063182476,0.05401034,0.065914067,0.022214891,0.006524285,0.047869406,0.015017517,0.07720476,0.010800189,0.081710363,0.048419837,0.004236305,0.009608939,0.066411931,0.063031772,0.02381563,0.045333425,0.017666738,0.022068369,0.032789647,0.010641957,0.004507938,0.005334319,0.004709969,0.029084914,0.047759467,0.007683985,0.004370259,0.013365699,0.021495509,0.072701628,0.033979742,0.045965999,0.06958443
Spirochaetales bacterium (no genus in NCBI),0.045222346,0.03663556,0.092871231,0.077122424,0.066585013,0.037926849,0.039529577,0.043814679,0.058173484,0.060153056,0.05847475,0.046098854,0.075540948,0.015757234,0.003002101,0.002083542,0.068901198,0.043303963,0.014032694,0.055995667,0.05799109,0.018804093,0.050435866,0.06512301,0.087254137,0.056160605,0.034408336,0.019944924,0.053971592,0.010984525,0.051477665,0.020762563,0.11156137,0.069961152,0.005444709,0.009305666,0.067809176,0.08457189,0.025237807,0.09573828,0.013444262,0.026320607,0.039583392,0.008062535,0.004983055,0.005569086,0.004728502,0.043112204,0.056661876,0.00734589,0.004251877,0.008246177,0.01783555,0.125977689,0.060427669,0.013814309,0.04622412
Cohaesibacter,0.052360993,0.048779494,0.024513948,0.045351474,0.019968081,0.020659789,0.028049851,0.062625069,0.054735463,0.054401559,0.043370476,0.037655614,0.038811285,0.024773294,0.003168555,0.022609174,0.030917929,0.023760805,0.05206227,0.052610197,0.02624387,0.026098785,0.031088774,0.027825286,0.047367357,0.046122786,0.026600132,0.029867602,0.048127974,0.011039695,0.160043191,0.019284964,0.054566732,0.041385224,0.005267813,0.008986433,0.157461005,0.067474421,0.022510025,0.148154515,0.012661162,0.069275705,0.059852334,0.009040259,0.019328998,0.016380625,0.004291658,0.203918221,0.125044325,0.007130738,0.007481067,0.008470936,0.040605027,0.047249647,0.210934118,0.273255943,0.167245916
