genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Candidatus Omnitrophota bacterium (no genus in NCBI),0.000261969,0.000183382,0.000253593,4.98E-05,0.000259808,0.000220665,0.000491487,0.000114349,0.000245573,0.000285198,0.000281129,0.000369777,0.000328677,0.000114788,4.76E-05,0.02352853,0.000226091,0.000793419,0.000146174,0.000372402,0.000374378,9.87E-05,0.001067426,0.000394685,5.78E-05,0.000284357,0.000137468,5.24E-06,0.000137903,0,0.000129105,1.52E-05,0.000122269,0.000192489,2.30E-06,1.06E-05,0,0.000323102,5.83E-05,0.000103148,5.01E-05,0.000108178,5.61E-05,1.97E-05,1.30E-05,8.17E-06,5.30E-06,5.89E-05,0.000242623,2.46E-05,3.29E-06,9.99E-06,0,0.000128222,0.000129859,0,0
Unclassified Saprospirales,0.000523937,0.000101879,2.82E-05,2.49E-05,3.71E-05,0.000248248,0.000140425,0.00020964,0.000218287,7.13E-05,0.0003578,9.24E-05,0,7.30E-05,0.000939271,0.000764465,0.000141307,0.000250553,0.027651229,0.000101564,7.49E-05,0.000169152,0.000266856,0.000263123,0,0.000142179,0,2.62E-06,0,5.52E-06,4.69E-05,1.52E-05,1.75E-05,1.75E-05,6.89E-06,5.32E-06,0,0,0,0,6.26E-06,0,0.000140367,9.83E-06,3.24E-06,4.08E-06,1.32E-06,2.94E-05,0,0,3.29E-06,4.00E-05,0,0,4.33E-05,0,4.96E-05
Unclassified Thermodesulfobacteriota,0.000294715,0.000387139,0.000704424,0.000747552,0.000816539,0.001103327,0.000315956,0.001143489,0.000409288,0.000118833,0.001226743,0.000308147,0.000410846,0.00800384,0.000460719,0.000279804,0.000480443,0.001586838,0.000243623,0.000440111,0.000411815,8.46E-05,0.000667141,0.000394685,0.000375473,0.000881508,0.003656659,0.000442813,0.000275805,9.93E-05,0.000657262,0.000121864,0.000419207,0.000332482,5.74E-05,7.45E-05,0.000513274,0.000457728,0.000186515,0.000343826,8.14E-05,0.00041607,0.00016844,3.93E-05,8.59E-05,6.12E-05,6.62E-05,0.000338539,0.000298613,7.38E-05,5.92E-05,0.000164824,0.00011876,0.000128222,0.000432863,0.000868965,0.000273075
Unclassified Vibrionaceae,0.000360207,0.000346387,0.001127078,0.000647878,0.000593846,0.000551663,0.000421274,0.000171523,0.000518432,0.000380264,0.000511143,0.000123259,0.000219118,0.002984483,3.57E-05,3.50E-05,0.000678273,0.000334071,0.000121812,0.000203128,0.000112313,0.000119816,0.000555951,0.00078937,0.000462121,0.000312793,0.000274937,0.000694352,0.001327312,0.001208243,0.000105631,0.001287188,0.000209603,0.000804956,0.001077455,0.001346103,5.70E-05,0.000269251,0.001527091,0.00013753,0.000864542,0.001431282,0.001038713,0.000334097,0.001201576,0.001133007,0.001253609,2.94E-05,0.000410593,0.0010942,0.001124626,0.001168749,0.001068837,0.000128222,4.33E-05,4.46E-05,0.00014895
Unclassified Oceanospirillaceae,0.000884144,0.001181792,0,2.49E-05,0,8.27E-05,0.000140425,0.001200663,0.000518432,0.001140793,0.000766714,0.000677924,0.000438236,0.000500892,3.86E-05,9.99E-06,0.000480443,0.000250553,0.000584696,0.001184914,3.74E-05,0.000584985,0.00022238,6.58E-05,2.89E-05,0.000454972,1.37E-05,0.00053714,3.45E-05,6.62E-05,0.001431891,0.000220878,0.000174669,0.00017499,7.35E-05,0.000133014,0.002195671,0.000242326,0.000198172,0.002527119,0.000119031,0.000931997,0.00101064,2.46E-05,0.000239991,0.000347047,0.000129729,0.002943817,0.00207163,0.00019671,0.000174284,8.99E-05,0.000313094,6.41E-05,0.002662107,0.004367104,0.001340549
Sessilibacter,0.000785906,0.000387139,0.000309946,0.000224266,0.000296923,0.001158493,0.001053186,0.001219721,0.001091435,0.000380264,0.002964629,0.001263404,0.000328677,0.00019827,0.000115923,7.49E-05,0.000650011,0.00263081,0.000438522,0.001015641,0.000486691,0.00024668,0.001267568,0.000953822,0.000548768,0.001222737,0.000247443,2.36E-05,0.000861891,0.000314474,0.000786367,0.00028181,0.001537091,0.001014944,6.89E-05,0.00019154,0.000741396,0.00083468,0.000384687,0.000601695,0.000238062,0.000191392,0.000308807,0.000201441,7.95E-05,9.19E-05,0.000329618,0.000735954,0.000522573,0.000172121,8.22E-05,0.000234749,0.000475039,0.001538659,0.000367934,0.00077984,0.001017824
Acidimicrobiaceae bacterium (no genus in NCBI),3.27E-05,2.04E-05,0.000197239,0.000124592,0,2.76E-05,0.001720204,0.000152465,8.19E-05,0.000427797,0.000281129,9.24E-05,0.000328677,0.000511327,0.000178343,0.000104927,5.65E-05,0.000292312,0.000365435,0.000101564,7.49E-05,2.82E-05,0.000244618,3.29E-05,8.66E-05,0.000284357,0.030408006,1.31E-05,0,5.52E-06,0,0,0,0,4.59E-06,0,0,8.08E-05,0,5.16E-05,0,0.000108178,0,0,1.62E-06,0,0,0.000117753,0,6.15E-06,0,9.99E-06,0,0,0,0,0
Unclassified Enterobacteriaceae,0.000229223,0.000244509,0.000479008,0.000797389,0.000779423,0.000441331,0.000667018,0.000343047,0.000982291,0.000404031,0.000255571,0.000801183,0.001287319,0.002149662,0.000127812,6.00E-05,0.000169568,0.000208794,9.74E-05,0.000406256,0.000711317,0.000563841,0.000400285,0.000296014,0.000173295,0.000568715,0.000577367,0.000280361,0.001792733,0.000579294,0.000915471,0.000487456,0.002829645,0.000122493,0.000507713,0.000510774,0.001083578,0.002396338,0.000314744,0.000429782,0.000707922,0.000149785,0.000393027,9.34E-05,0.000541601,0.000534861,0.000590401,4.42E-05,0.001978313,0.000596277,0.000598485,0.000454514,0.000464243,0.000705219,0.000281361,0.000111406,0.002184599
Unclassified Cyanophyceae,0.001146113,0.000305636,0.00259228,0.000448531,0.000593846,0.001379158,0.000491487,0.00072421,0.000627575,0.000594163,0.000868943,0.000770369,0.000684744,0.000281752,0.002360068,0.006875187,0.000536966,0.001211008,0.000901406,0.000812513,0.000449253,0.000204392,0.003446896,0.00078937,0.000779828,0.000568715,0.000728582,6.29E-05,0.000189616,6.62E-05,0.000281684,0.000114247,0.000349339,0.000454975,7.58E-05,3.19E-05,5.70E-05,0.000215401,0.000466287,0.000412591,8.14E-05,0.000108178,0.000112293,6.39E-05,4.22E-05,7.15E-05,4.24E-05,0.000618202,0.000354603,1.84E-05,1.32E-05,7.49E-05,0.000237519,0.000512886,0.00041122,0.000155968,0.00014895
Unclassified Pseudomonadaceae,0.000327461,0.000550145,0.001690617,0.001171164,0.000816539,0.00157224,0.00073723,0.000343047,0.000600289,0.000950661,0.000638929,0.000246518,0.000383457,0.000208705,0.000139702,0.000119916,0.002147863,0.000709901,0.000146174,0.000880222,0.000449253,0.000387641,0.000400285,0.001052493,0.001155301,0.000341229,0.000274937,0.000411371,0.000792939,0.001108935,0.000105631,0.001012994,0.000244537,0.000349981,0.001279621,0.001122639,0.000142576,0.000242326,0.000687774,0.000206295,0.001046222,0.000624105,0.0016844,0.000191614,0.001332923,0.00129224,0.001170211,4.42E-05,0.000373267,0.001229438,0.001210124,0.001193723,0.000906892,0.000256443,0.000194788,0,0.00034755
Unclassified Phycisphaerae,0.001080621,0.001507804,0.000479008,0.000797389,0.001002116,0.000661996,0.001544673,0.001467477,0.001091435,0.001687423,0.001277857,0.001479108,0.001424267,0.000584374,0.000329934,0.000459678,0.000876102,0.001043972,0.001437377,0.000541675,0.000561566,0.000824617,0.00102295,0.00082226,0.000491003,0.001393352,0.000219949,8.38E-05,0.000379232,0.00013241,0.002030469,7.62E-05,0.001292554,0.000997445,4.82E-05,5.32E-05,0.000370698,0.001400108,0.000303087,0.000807991,8.77E-05,0.000366142,0.00050532,0.000113003,0.000111888,2.04E-05,2.52E-05,0.000279663,0.00106381,1.84E-05,0,5.99E-05,0.000367075,0.001730991,0.000887369,0.000423342,0.001191599
Klebsiella,0.00058943,0.000366763,0.000338123,0.000323939,0.000890769,0.00104816,0.000807443,0.000743268,0.000545717,0.000427797,0.0005367,0.000770369,0.000684744,0.000208705,4.46E-05,7.00E-05,0.00042392,0.001378043,0.000267985,0.000643239,0.00067388,0.00028192,0.000289094,0.000427575,0.000606533,0.000767765,0.000164962,5.50E-05,0.001379025,0.000822046,0.000481209,2.28E-05,0.004192067,0.002677353,6.89E-06,0.000388401,0.000313667,0.000215401,0.000186515,0.002647458,0.001910764,0.00148121,0.00016844,5.40E-05,0.000129725,0.000498115,0.000427577,0.001148089,0.000522573,5.53E-05,9.21E-05,6.99E-05,0.000798929,0.004680087,0.002445676,0.000178249,7.45E-05
Unclassified Flavobacteriia,0.000425699,0.00071315,0.002113271,0.001171164,0.0014475,0.001268826,0.000491487,0.000628919,0.000764004,0.00102196,0.000843386,0.000986072,0.001369488,0.000824385,0.000145647,0.00091436,0.000565227,0.001211008,0.001729724,0.00057553,0.000711317,0.000331257,0.001623377,0.001052493,0.000953124,0.000682458,0.000632355,0.00013101,0.001034269,9.93E-05,0.000938945,0.000350359,0.001292554,0.001242432,9.88E-05,0.000148976,0.000798426,0.001050081,0.000256458,0.000911138,0.000269386,0.000665712,0.000645687,8.84E-05,9.08E-05,6.74E-05,5.96E-05,0.000883145,0.000821187,0.000147533,5.26E-05,0.000219765,0.000161945,0.002820874,0.00075751,0.000490185,0.000794399
Unclassified Campylobacterales,0.001473574,0.001630058,0.000169062,0.000348857,0.000185577,0.001765322,0.000912761,0.001295954,0.000518432,0.000974427,0.002070129,0.000862813,0.000766913,0.009297812,0.000154564,4.50E-05,0.000169568,0.000709901,0.000828319,0.000981786,0.000486691,0.00028192,0.000978474,0.000328904,0.001213066,0.001251173,0.000192456,0.000141491,0.000620561,0.00030344,0.001971785,6.85E-05,0.001222686,0.000489973,3.91E-05,0.000106411,0.000627335,0.001480883,0.000408001,0.000498547,0.000338299,0.000565856,0.00025266,0.000191614,0.000102158,5.10E-05,0.000116492,0.000279663,0.000653217,0.000190563,4.60E-05,8.49E-05,0.000237519,0.000897551,0.000519436,0.000512466,0.000844049
Unclassified Marinilabiliales,0.001211605,0.000835405,0.000619893,0.000323939,0.000890769,0.001489491,0.000912761,0.000991024,0.000955006,0.000712996,0.001584543,0.000893628,0.000684744,0.001252231,8.03E-05,8.99E-05,0.000226091,0.002505533,0.000657783,0.001015641,0.000524129,0.0001762,0.001200854,0.000592027,0.000635416,0.000739329,0.000398658,7.60E-05,0.000655037,0.000579294,0.000387315,0.00145475,0.000663744,0.000262486,5.05E-05,0.001441873,0.000313667,0.000323102,0.000431316,0.000189104,0.002217739,0.000341178,0.000196513,0.007620348,3.41E-05,3.27E-05,0.0004567,0.000132472,0.003825983,0.000823723,6.58E-06,0.001853017,0.000939281,0.000256443,4.33E-05,0.000267374,0.000570975
Unclassified Marinifilaceae,0.00091689,0.002119076,0.00064807,0.00062296,0.001744423,0.001765322,0.001825522,0.00102914,0.000845862,0.001354692,0.0016101,0.002095402,0.001369488,0.004424548,0.000383437,0.00031478,0.001723943,0.003465987,0.001291203,0.001523461,0.000861068,0.000436977,0.000911759,0.001315616,0.000750946,0.001706145,0.000467392,6.29E-05,0.00039647,0.000358611,0.000492946,9.14E-05,0.000663744,0.000664963,3.68E-05,0.000111732,0.001454276,0.000296177,0.002051665,0.000154722,0.000281916,0.00064907,0.003088066,0.000363576,7.62E-05,4.08E-05,4.24E-05,0.000397415,0.00078386,9.84E-05,4.60E-05,0.000209776,0.000334686,0.000512886,0.000173145,0.000512466,0.00024825
Streptococcus,0.001211605,0.001059538,0.002761341,0.002043308,0.003229039,0.002206653,0.002597859,0.001924873,0.002101012,0.001164559,0.000434471,0.002218661,0.000246508,0.000166964,4.46E-05,6.50E-05,0.00042392,0.00075166,0.000365435,0.000744803,0.000561566,0.001162922,0.000889521,0.00161163,0.001588539,0.001706145,0.000838557,1.05E-05,0.000241329,1.66E-05,0.000281684,6.85E-05,1.75E-05,0,4.59E-06,0,5.70E-05,0.000242326,0,3.44E-05,0.017986242,0,5.61E-05,0,6.49E-06,0,3.97E-06,7.36E-05,0.00033594,1.23E-05,0,1.50E-05,1.08E-05,0,0,0.000356498,4.96E-05
Unclassified Stappiaceae,0.002488703,0.000896532,0.000958016,0.000921981,0.002189808,0.002041154,0.001895735,0.002973071,0.001118721,0.001473524,0.001942343,0.001663996,0.00224596,0.00059481,0.000288321,0.000834416,0.001441329,0.002338498,0.004214681,0.001794299,0.001235446,0.004736263,0.001489948,0.001710301,0.001184184,0.001819888,0.000907291,0.000256779,0.000137903,0,0.001267576,0.000251344,0.000296938,0.00036748,3.22E-05,3.19E-05,0,0.000242326,2.33E-05,6.88E-05,1.88E-05,0.000124821,0.00185284,9.83E-06,8.11E-06,0.000134736,2.65E-06,0.000515168,0.000205297,4.92E-05,1.32E-05,3.50E-05,2.16E-05,0.000192332,0,0.000133687,0.002457673
Acidobacteriota bacterium (no genus in NCBI),0.000491191,0.000346387,0.00028177,0.000249184,0.000296923,0.000717162,0.00028085,0.000133407,0.000191001,0.000166366,0.0005367,0.000431406,0.000575185,0.000907867,0.001408907,0.00101429,0.000310875,0.001211008,0.000292348,3.39E-05,0.000262064,9.87E-05,0.000422523,0.000296014,0.000577651,0.000739329,0.00560871,0.000256779,0.00070675,0.001434443,0.003556255,0.000297043,0.00234057,0.00090995,0.000838531,0.001388667,0.004419858,0.000726979,0.000442973,0.000515739,0.001904499,0.000166428,8.42E-05,5.90E-05,0.000236748,0.000636934,0.000599667,0.006373364,0.000690543,0.00063316,0.000457085,0.001513381,0.002321213,0.000256443,0.000303004,0.00057931,0.004071297
Unclassified Bacillota,0.001178859,0.000774278,0.001887856,0.000523286,0.001150577,0.002261819,0.001369142,0.000743268,0.001282436,0.000689229,0.001405643,0.001355849,0.003478499,0.008723873,0.000463691,0.000349755,0.000282614,0.002213221,0.00031671,0.001421897,0.001572386,0.000394689,0.00102295,0.001249836,0.000722063,0.001222737,0.000481139,0.002538969,0.000896366,0.00026482,0.00129105,0.000274194,0.00148469,0.000559969,8.50E-05,0.000170258,0.001169124,0.001427033,0.000536231,0.000979903,0.004861485,0.000374463,0.000729907,0.000181788,0.000121617,5.10E-05,9.80E-05,0.000603483,0.00067188,0.000116797,3.29E-05,0.000194792,0.000280705,0.001282216,0.000432863,0.000467904,0.000868874
Parendozoicomonas,0.000687668,0.000855781,0.000760778,0.00077247,0.000965,0.000992994,0.000982973,0.000781384,0.000518432,0.000831828,0.001047843,0.00064711,0.000410846,9.39E-05,7.13E-05,5.50E-05,0.001356545,0.00075166,0.000121812,0.001015641,0.000898506,0.00024668,0.000511475,0.001151164,0.000895359,0.000682458,0.000192456,0.000875145,0.00165483,0.00221787,0.000269947,0.00191174,0.000646277,0.001679908,0.002246804,0.002447459,0.000285152,0.000484653,0.003124126,0.000567312,0.001998471,0.002221815,0.002666966,0.000560103,0.00225559,0.002223143,0.002447648,0.000294382,0.001026483,0.002151516,0.002249253,0.0026172,0.002170064,0.000705219,0.000216431,0.000111406,9.93E-05
Unclassified Spirochaetia,0.001899273,0.002302457,0.000535362,0.001520022,0.0004825,0.000330998,0.001193611,0.004783595,0.002101012,0.002424185,0.001328972,0.002064588,0.001972062,0.000960043,5.35E-05,0.000564605,0.00104567,0.000793419,0.001973348,0.001794299,0.000524129,0.001036058,0.000933998,0.000888041,0.000577651,0.00153553,0.000618608,0.000356347,0.000189616,0.000110342,0.00294594,0.000236111,0.000873347,3.50E-05,3.91E-05,4.26E-05,0.002281217,0.000484653,0.000128229,0.002028572,0.000125296,0.000665712,0.000729907,8.35E-05,0.000283773,0.000181689,3.57E-05,0.003753367,0.0011198,7.38E-05,5.92E-05,4.00E-05,0.000604595,0.000641108,0.002488962,0.002963392,0.003450673
Unclassified Chlorobiales,0.000392953,0.000346387,0.000394477,0.000523286,0.000556731,0.000855078,0.000386168,0.000971965,0.000709433,0.000427797,0.001303414,0.000400592,0.005560121,0.000365234,0.009681034,7.00E-05,0.00062175,0.002505533,0.00063342,0.001421897,0.000636442,0.00014096,0.026174168,0.001512959,0.000982006,0.000995251,0.000192456,0.009031812,0.000120665,0.000104825,0.000434262,0.000213262,0.000681211,0.000454975,0.000103381,0.000117052,0.000199606,0.000134626,9.33E-05,0.000257869,8.14E-05,9.15E-05,0.000196513,9.83E-06,4.38E-05,1.84E-05,3.04E-05,0.000117753,0.000373267,0.000172121,1.97E-05,0.000109882,0.000259112,6.41E-05,0.000194788,0.000178249,0.000173775
